model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
SATURN Vue,3.6,6,Auto-L6,4WD,Gasoline,SUV,6.0,16,22,18,5,no
SATURN Vue,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,16,22,18,5,no
SHELBY Mustang GT,4.6,8,Man-5,2WD,Gasoline,small car,6.0,15,22,17,4,no
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,9.5,20,26,22,6,yes
SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,9.5,20,27,22,6,yes
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6.0,18,23,20,6,no
SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,19,25,21,6,no
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6.0,20,26,22,6,no
SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,20,27,22,6,no
SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,19,25,21,6,no
SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20,25,22,6,no
SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,20,27,22,6,no
SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20,27,22,6,no
SUBARU Impreza Wagon,2.5,4,Man-6,4WD,Gasoline,station wagon,6.0,17,23,19,5,no
SUBARU Impreza Wagon,2.5,4,Man-5,4WD,Gasoline,station wagon,6.0,19,25,21,6,no
SUBARU Impreza Wagon,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6.0,20,25,22,6,no
SUBARU Impreza Wagon,2.5,4,Man-5,4WD,Gasoline,station wagon,6.0,20,27,22,6,no
SUBARU Impreza Wagon,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6.0,20,27,22,6,no
SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,9.5,20,27,22,6,yes
SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,9.5,20,27,22,6,yes
SUBARU Legacy,2.5,4,Man-6,4WD,Gasoline,small car,6.0,17,24,20,6,no
SUBARU Legacy,2.5,4,Auto-S5,4WD,Gasoline,small car,6.0,18,24,20,6,no
SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6.0,19,25,21,6,no
SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6.0,20,27,22,6,no
SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20,27,22,6,no
SUBARU Legacy,3.0,6,Auto-S5,4WD,Gasoline,small car,6.0,17,24,20,6,no
SUBARU Outback Sport,2.5,4,Man-6,4WD,Gasoline,station wagon,6.0,17,23,19,5,no
SUBARU Outback Sport,2.5,4,Man-5,4WD,Gasoline,station wagon,6.0,19,25,21,6,no
SUBARU Outback Sport,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6.0,20,25,22,6,no
SUBARU Outback Sport,2.5,4,Man-5,4WD,Gasoline,station wagon,6.0,20,27,22,6,no
SUBARU Outback Sport,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6.0,20,27,22,6,no
SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,9.5,19,26,22,6,yes
SUBARU Outback Wagon,2.5,4,Auto-S4,4WD,Gasoline,SUV,9.5,20,26,22,6,yes
SUBARU Outback Wagon,2.5,4,Auto-S5,4WD,Gasoline,SUV,6.0,18,24,20,6,no
SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,18,24,20,6,no
SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,19,26,22,6,no
SUBARU Outback Wagon,2.5,4,Auto-S4,4WD,Gasoline,SUV,6.0,20,26,22,6,no
SUBARU Outback Wagon,3.0,6,Auto-S5,4WD,Gasoline,SUV,6.0,17,24,20,6,no
SUBARU Tribeca,3.6,6,Auto-S5,4WD,Gasoline,SUV,6.0,16,21,18,5,no
SUZUKI Grand Vitara,2.7,6,Man-5,2WD,Gasoline,SUV,6.0,16,22,18,5,no
SUZUKI Grand Vitara,2.7,6,Auto-L5,2WD,Gasoline,SUV,6.0,17,22,19,5,no
SUZUKI Grand Vitara,2.7,6,Man-5,4WD,Gasoline,SUV,6.0,16,21,18,5,no
SUZUKI Grand Vitara,2.7,6,Auto-L5,4WD,Gasoline,SUV,6.0,17,21,19,5,no
SUZUKI SX4,2.0,4,Man-5,2WD,Gasoline,small car,6.0,22,30,25,7,yes
SUZUKI SX4,2.0,4,Auto-L4,2WD,Gasoline,small car,6.0,23,31,26,8,yes
SUZUKI SX4,2.0,4,Man-5,4WD,Gasoline,station wagon,6.0,21,28,24,7,yes
SUZUKI SX4,2.0,4,Auto-L4,4WD,Gasoline,station wagon,6.0,21,28,24,7,yes
SUZUKI SX4,2.0,4,Man-5,2WD,Gasoline,station wagon,6.0,22,30,25,7,yes
SUZUKI SX4,2.0,4,Auto-L4,2WD,Gasoline,station wagon,6.0,22,30,25,7,yes
TOYOTA 4Runner,4.7,8,Auto-L5,2WD,Gasoline,SUV,7.0,15,19,17,4,no
TOYOTA 4Runner,4.7,8,Auto-L5,4WD,Gasoline,SUV,7.0,14,17,15,3,no
TOYOTA 4Runner,4.0,6,Auto-L5,2WD,Gasoline,SUV,6.0,16,21,18,5,no
TOYOTA 4Runner,4.0,6,Auto-L5,4WD,Gasoline,SUV,6.0,16,20,17,4,no
TOYOTA Avalon,3.5,6,Auto-S6,2WD,Gasoline,large car,7.0,19,28,22,6,yes
TOYOTA Camry,2.4,4,Auto-L5,2WD,Gasoline,midsize car,9.5,21,31,25,7,yes
TOYOTA Camry,2.4,4,Man-5,2WD,Gasoline,midsize car,7.0,21,31,25,7,yes
TOYOTA Camry,2.4,4,Auto-L5,2WD,Gasoline,midsize car,7.0,21,31,25,7,yes
TOYOTA Camry,3.5,6,Auto-S6,2WD,Gasoline,midsize car,7.0,19,28,22,6,yes
TOYOTA Camry Hybrid,2.4,4,Auto-AV,2WD,Gasoline,midsize car,9.5,33,34,34,9,yes
TOYOTA Corolla,1.8,4,Auto-L4,2WD,Gasoline,small car,7.0,26,35,29,8,yes
TOYOTA Corolla,1.8,4,Man-5,2WD,Gasoline,small car,7.0,28,37,31,9,yes
TOYOTA FJ Cruiser,4.0,6,Auto-L5,2WD,Gasoline,SUV,6.0,16,20,18,5,no
TOYOTA FJ Cruiser,4.0,6,Man-6,4WD,Gasoline,SUV,6.0,15,18,16,4,no
TOYOTA FJ Cruiser,4.0,6,Auto-L5,4WD,Gasoline,SUV,6.0,16,20,17,4,no
TOYOTA Highlander,3.5,6,Auto-S5,2WD,Gasoline,SUV,7.0,18,24,20,6,yes
TOYOTA Highlander,3.5,6,Auto-S5,4WD,Gasoline,SUV,7.0,17,23,19,5,no
TOYOTA Highlander Hybrid,3.3,6,Auto-AV,4WD,Gasoline,SUV,9.0,27,25,26,8,yes
TOYOTA Land Cruiser,5.7,8,Auto-S6,4WD,Gasoline,SUV,7.0,13,18,15,3,no
TOYOTA Matrix,1.8,4,Auto-L4,2WD,Gasoline,station wagon,7.0,25,31,27,8,yes
TOYOTA Matrix,1.8,4,Man-5,2WD,Gasoline,station wagon,7.0,26,33,29,8,yes
TOYOTA Prius,1.5,4,Auto-AV,2WD,Gasoline,midsize car,9.5,48,45,46,10,yes
TOYOTA RAV4,2.4,4,Auto-L4,2WD,Gasoline,SUV,7.0,21,27,24,7,yes
TOYOTA RAV4,2.4,4,Auto-L4,4WD,Gasoline,SUV,7.0,20,25,22,6,yes
TOYOTA RAV4,3.5,6,Auto-L5,2WD,Gasoline,SUV,7.0,19,27,22,6,yes
TOYOTA RAV4,3.5,6,Auto-L5,4WD,Gasoline,SUV,7.0,19,26,21,6,yes
TOYOTA Scion TC,2.4,4,Man-5,2WD,Gasoline,small car,7.0,20,27,23,7,yes
TOYOTA Scion TC,2.4,4,Auto-L4,2WD,Gasoline,small car,7.0,21,29,24,7,yes
TOYOTA Scion XB,2.4,4,Auto-S4,2WD,Gasoline,station wagon,7.0,22,28,24,7,yes
TOYOTA Scion XB,2.4,4,Man-5,2WD,Gasoline,station wagon,7.0,22,28,24,7,yes
TOYOTA Scion XD,1.8,4,Auto-L4,2WD,Gasoline,small car,6.0,26,32,28,8,yes
TOYOTA Scion XD,1.8,4,Man-5,2WD,Gasoline,small car,6.0,27,33,29,8,yes
TOYOTA Sequoia,4.7,8,Auto-S5,2WD,Gasoline,SUV,7.0,14,17,15,3,no
TOYOTA Sequoia,4.7,8,Auto-S5,4WD,Gasoline,SUV,7.0,13,16,14,2,no
TOYOTA Sequoia,5.7,8,Auto-S6,2WD,Gasoline,SUV,7.0,14,19,15,3,no
TOYOTA Sequoia,5.7,8,Auto-S6,4WD,Gasoline,SUV,7.0,13,18,15,3,no
TOYOTA Sienna,3.5,6,Auto-L5,2WD,Gasoline,minivan,7.0,17,23,19,5,no
TOYOTA Sienna,3.5,6,Auto-L5,4WD,Gasoline,minivan,7.0,16,21,18,5,no
TOYOTA Solara,2.4,4,Man-5,2WD,Gasoline,small car,7.0,21,31,25,7,yes
TOYOTA Solara,2.4,4,Auto-S5,2WD,Gasoline,small car,7.0,22,31,25,7,yes
TOYOTA Solara,3.3,6,Auto-S5,2WD,Gasoline,small car,7.0,18,27,21,6,yes
TOYOTA Solara Convertible,3.3,6,Auto-S5,2WD,Gasoline,small car,7.0,18,26,21,6,yes
TOYOTA Tacoma,2.7,4,Auto-L4,2WD,Gasoline,pickup,6.0,19,25,21,6,no
TOYOTA Tacoma,2.7,4,Man-5,2WD,Gasoline,pickup,6.0,20,25,22,6,no
TOYOTA Tacoma,2.7,4,Man-5,4WD,Gasoline,pickup,6.0,17,22,19,5,no
TOYOTA Tacoma,4.0,6,Man-6,2WD,Gasoline,pickup,6.0,15,19,17,4,no
TOYOTA Tacoma,4.0,6,Auto-L5,2WD,Gasoline,pickup,6.0,16,20,18,5,no
TOYOTA Tacoma,4.0,6,Man-6,4WD,Gasoline,pickup,6.0,15,18,16,4,no
TOYOTA Tacoma,4.0,6,Auto-L5,4WD,Gasoline,pickup,6.0,16,20,18,5,no
TOYOTA Tundra,4.7,8,Auto-S5,2WD,Gasoline,pickup,7.0,14,17,15,3,no
TOYOTA Tundra,4.7,8,Auto-S5,4WD,Gasoline,pickup,7.0,13,16,15,3,no
TOYOTA Tundra,5.7,8,Auto-S6,2WD,Gasoline,pickup,7.0,14,18,16,4,no
TOYOTA Tundra,5.7,8,Auto-S6,4WD,Gasoline,pickup,7.0,13,17,14,2,no
TOYOTA Tundra,4.0,6,Auto-S5,2WD,Gasoline,pickup,6.0,15,19,17,4,no
TOYOTA Yaris,1.5,4,Auto-L4,2WD,Gasoline,small car,7.0,29,35,31,9,yes
TOYOTA Yaris,1.5,4,Man-5,2WD,Gasoline,small car,7.0,29,36,32,9,yes
VOLKSWAGEN Eos,2.0,4,Man-6,2WD,Gasoline,small car,7.0,21,29,24,7,yes
VOLKSWAGEN Eos,2.0,4,Auto-S6,2WD,Gasoline,small car,7.0,21,30,24,7,yes
VOLKSWAGEN Eos,3.2,6,Auto-S6,2WD,Gasoline,small car,6.0,19,26,22,6,no
VOLKSWAGEN GTI,2.0,4,Man-6,2WD,Gasoline,small car,7.0,21,29,24,7,yes
VOLKSWAGEN GTI,2.0,4,Auto-S6,2WD,Gasoline,small car,7.0,22,29,25,7,yes
VOLKSWAGEN Jetta,2.5,5,Man-5,2WD,Gasoline,small car,9.5,21,29,24,7,yes
VOLKSWAGEN Jetta,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,21,29,24,7,yes
VOLKSWAGEN Jetta,2.0,4,Man-6,2WD,Gasoline,small car,7.0,21,29,24,7,yes
VOLKSWAGEN Jetta,2.0,4,Auto-S6,2WD,Gasoline,small car,7.0,22,29,25,7,yes
VOLKSWAGEN Jetta,2.5,5,Man-5,2WD,Gasoline,small car,7.0,21,29,24,7,yes
VOLKSWAGEN Jetta,2.5,5,Auto-S6,2WD,Gasoline,small car,7.0,21,29,24,7,yes
VOLKSWAGEN Jetta Wagon,2.5,5,Man-5,2WD,Gasoline,station wagon,9.5,21,29,24,7,yes
VOLKSWAGEN Jetta Wagon,2.5,5,Auto-S6,2WD,Gasoline,station wagon,9.5,21,29,24,7,yes
VOLKSWAGEN Jetta Wagon,2.5,5,Man-5,2WD,Gasoline,station wagon,7.0,21,29,24,7,yes
VOLKSWAGEN Jetta Wagon,2.5,5,Auto-S6,2WD,Gasoline,station wagon,7.0,21,29,24,7,yes
VOLKSWAGEN New Beetle,2.5,5,Man-5,2WD,Gasoline,small car,9.5,20,28,23,7,yes
VOLKSWAGEN New Beetle,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,20,29,23,7,yes
VOLKSWAGEN New Beetle,2.5,5,Man-5,2WD,Gasoline,small car,7.0,20,28,23,7,yes
VOLKSWAGEN New Beetle,2.5,5,Auto-S6,2WD,Gasoline,small car,7.0,20,29,23,7,yes
VOLKSWAGEN New Beetle Convertible,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,20,28,23,7,yes
VOLKSWAGEN New Beetle Convertible,2.5,5,Man-5,2WD,Gasoline,small car,9.5,20,28,23,7,yes
VOLKSWAGEN New Beetle Convertible,2.5,5,Auto-S6,2WD,Gasoline,small car,7.0,20,28,23,7,yes
VOLKSWAGEN New Beetle Convertible,2.5,5,Man-5,2WD,Gasoline,small car,7.0,20,28,23,7,yes
VOLKSWAGEN Passat,2.0,4,Auto-S6,2WD,Gasoline,midsize car,7.0,19,28,22,6,yes
VOLKSWAGEN Passat,2.0,4,Man-6,2WD,Gasoline,midsize car,7.0,21,29,24,7,yes
VOLKSWAGEN Passat,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,16,24,19,5,no
VOLKSWAGEN Passat,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17,26,20,6,no
VOLKSWAGEN Passat Wagon,2.0,4,Auto-S6,2WD,Gasoline,station wagon,7.0,20,28,23,7,yes
VOLKSWAGEN Passat Wagon,2.0,4,Man-6,2WD,Gasoline,station wagon,7.0,21,29,24,7,yes
VOLKSWAGEN Passat Wagon,3.6,6,Auto-S6,4WD,Gasoline,station wagon,6.0,16,24,19,5,no
VOLKSWAGEN R32,3.2,6,Auto-S6,4WD,Gasoline,small car,6.0,18,23,20,6,no
VOLKSWAGEN Rabbit,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,21,29,24,7,yes
VOLKSWAGEN Rabbit,2.5,5,Man-5,2WD,Gasoline,small car,9.5,22,29,24,7,yes
VOLKSWAGEN Rabbit,2.5,5,Auto-S6,2WD,Gasoline,small car,7.0,21,29,24,7,yes
VOLKSWAGEN Rabbit,2.5,5,Man-5,2WD,Gasoline,small car,7.0,22,29,24,7,yes
VOLKSWAGEN Touareg,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,14,20,16,4,no
VOLKSWAGEN Touareg,4.2,8,Auto-S6,4WD,Gasoline,SUV,6.0,12,17,14,2,no
VOLVO C30,2.4,5,Auto-S5,2WD,Gasoline,small car,7.0,20,28,23,7,yes
VOLVO C30,2.4,5,Man-5,2WD,Gasoline,small car,7.0,20,28,23,7,yes
VOLVO C30,2.5,5,Auto-S5,2WD,Gasoline,small car,7.0,19,27,22,6,yes
VOLVO C30,2.5,5,Man-6,2WD,Gasoline,small car,7.0,19,28,23,7,yes
VOLVO C70 Convertible,2.5,5,Auto-S5,2WD,Gasoline,small car,7.0,18,26,21,6,yes
VOLVO C70 Convertible,2.5,5,Man-6,2WD,Gasoline,small car,7.0,18,27,21,6,yes
VOLVO S40,2.4,5,Auto-S5,2WD,Gasoline,small car,9.5,20,28,23,7,yes
VOLVO S40,2.4,5,Auto-S5,2WD,Gasoline,small car,7.0,20,28,23,7,yes
VOLVO S40,2.4,5,Man-5,2WD,Gasoline,small car,7.0,20,28,23,7,yes
VOLVO S40,2.5,5,Man-6,4WD,Gasoline,small car,7.0,17,25,20,6,yes
VOLVO S40,2.5,5,Auto-S5,4WD,Gasoline,small car,7.0,18,26,21,6,yes
VOLVO S40,2.5,5,Auto-S5,2WD,Gasoline,small car,7.0,19,27,22,6,yes
VOLVO S40,2.5,5,Man-6,2WD,Gasoline,small car,7.0,19,28,23,7,yes
VOLVO S60,2.5,5,Auto-L5,4WD,Gasoline,small car,7.0,17,26,21,6,yes
VOLVO S60,2.5,5,Auto-S5,4WD,Gasoline,small car,7.0,18,26,21,6,yes
VOLVO S60,2.5,5,Auto-L5,2WD,Gasoline,small car,7.0,19,27,22,6,yes
VOLVO S60,2.5,5,Auto-S5,2WD,Gasoline,small car,7.0,19,27,22,6,yes
VOLVO S60,2.4,5,Auto-S5,2WD,Gasoline,small car,6.0,18,26,21,6,no
VOLVO S60,2.4,5,Man-6,2WD,Gasoline,small car,6.0,18,26,21,6,no
VOLVO S80,3.0,6,Auto-S6,4WD,Gasoline,midsize car,7.0,15,23,18,5,no
VOLVO S80,3.2,6,Auto-S6,2WD,Gasoline,midsize car,7.0,16,24,19,5,no
VOLVO S80,3.2,6,Auto-S6,4WD,Gasoline,midsize car,7.0,16,24,19,5,no
VOLVO S80,4.4,8,Auto-S6,4WD,Gasoline,midsize car,7.0,15,23,18,5,no
VOLVO V50,2.4,5,Auto-S5,2WD,Gasoline,station wagon,9.5,20,28,23,7,yes
VOLVO V50,2.4,5,Auto-S5,2WD,Gasoline,station wagon,7.0,20,28,23,7,yes
VOLVO V50,2.4,5,Man-5,2WD,Gasoline,station wagon,7.0,20,28,23,7,yes
VOLVO V50,2.5,5,Man-6,4WD,Gasoline,station wagon,7.0,17,25,20,6,yes
VOLVO V50,2.5,5,Auto-S5,4WD,Gasoline,station wagon,7.0,18,26,21,6,yes
VOLVO V50,2.5,5,Auto-S5,2WD,Gasoline,station wagon,7.0,19,27,22,6,yes
VOLVO V50,2.5,5,Man-6,2WD,Gasoline,station wagon,7.0,19,28,23,7,yes
VOLVO V70,3.2,6,Auto-S6,2WD,Gasoline,station wagon,7.0,16,24,19,5,no
VOLVO XC 70,3.2,6,Auto-S6,4WD,Gasoline,SUV,7.0,15,22,17,4,no
VOLVO XC 90,3.2,6,Auto-S6,2WD,Gasoline,SUV,7.0,14,20,16,4,no
VOLVO XC 90,3.2,6,Auto-S6,4WD,Gasoline,SUV,7.0,14,20,16,4,no
VOLVO XC 90,4.4,8,Auto-S6,4WD,Gasoline,SUV,7.0,13,19,15,3,no
MERCEDES-BENZ C300,3.0,6,Auto-L7,2WD,ethanol,small car,6.0,13,19,15,7,no
MERCEDES-BENZ C300,3.0,6,Auto-L7,2WD,gas,small car,4.0,18,25,21,6,no
