Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Underhood ID,Veh Class,Air Pollution Score,FE Calc Appr,City MPG,Hwy MPG,Cmb MPG,Unadj Cmb MPG,Greenhouse Gas Score,SmartWay
PORSCHE Cayman S,3.4,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,8PRXV03.4C87,small car,7,Drv,18,25,21,26.8611,6,yes
PORSCHE Cayman S,3.4,(6 cyl),Man-6,2WD,Gasoline,CA,U2,8PRXV03.4C87,small car,7,Drv,18,26,21,28.8278,6,yes
PORSCHE Cayman S,3.4,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8PRXV03.4C87,small car,6,Drv,18,25,21,26.8611,6,no
PORSCHE Cayman S,3.4,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8PRXV03.4C87,small car,6,Drv,18,26,21,28.8278,6,no
ROLLS-ROYCE Phantom,6.7,(12 cyl),Auto-S6,2WD,Gasoline,FA,B5,8RRGV06.7LE2,midsize car,6,Drv,13,19,15,17.2718,3,no
ROLLS-ROYCE Phantom,6.7,(12 cyl),Auto-S6,2WD,Gasoline,FA,B5,8RRGV06.7LE2,small car,6,Drv,13,19,15,17.2718,3,no
ROLLS-ROYCE Phantom,6.7,(12 cyl),Auto-S6,2WD,Gasoline,CA,L2,8RRGV06.7LE2,midsize car,6,Drv,13,19,15,17.2718,3,no
ROLLS-ROYCE Phantom,6.7,(12 cyl),Auto-S6,2WD,Gasoline,CA,L2,8RRGV06.7LE2,small car,6,Drv,13,19,15,17.2718,3,no
ROUSH Stage 3 F150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,FA,B4,8RIIT05.4RI7,pickup,7,Drv,11,15,13,15.971,1,no
ROUSH Stage 3 F150,5.4,(8 cyl),Auto-L4,4WD,Gasoline,FA,B4,8RIIT05.4RI7,pickup,7,Drv,11,15,13,15.971,1,no
ROUSH Stage 3 F150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,CA,B4,8RIIT05.4RI7,pickup,7,Drv,11,15,13,15.971,1,no
ROUSH Stage 3 F150,5.4,(8 cyl),Auto-L4,4WD,Gasoline,CA,B4,8RIIT05.4RI7,pickup,7,Drv,11,15,13,15.971,1,no
ROUSH Stage 3 Mustang,4.6,(8 cyl),Auto-L5,2WD,Gasoline,CA,U2,8RIIV04.6VBB,small car,7,Drv,14,20,16,20.5941,4,no
ROUSH Stage 3 Mustang,4.6,(8 cyl),Man-5,2WD,Gasoline,CA,U2,8RIIV04.6VBB,small car,7,Drv,15,20,17,21.4889,4,no
ROUSH Stage 3 Mustang,4.6,(8 cyl),Auto-L5,2WD,Gasoline,FA,B5,8RIIV04.6VBB,small car,6,Drv,14,20,16,20.5941,4,no
ROUSH Stage 3 Mustang,4.6,(8 cyl),Man-5,2WD,Gasoline,FA,B5,8RIIV04.6VBB,small car,6,Drv,15,20,17,21.4889,4,no
SAAB 9-3 Convertible,2,(4 cyl),Auto-S5,2WD,Gasoline,FA,B5,8GMXV02.3001,small car,6,Drv,18,24,20,26.2487,6,no
SAAB 9-3 Convertible,2,(4 cyl),Man-6,2WD,Gasoline,FA,B5,8GMXV02.3001,small car,6,Drv,18,27,22,28.1224,6,no
SAAB 9-3 Convertible,2,(4 cyl),Auto-S5,2WD,Gasoline,CA,L2,8GMXV02.3001,small car,6,Drv,18,24,20,26.2487,6,no
SAAB 9-3 Convertible,2,(4 cyl),Man-6,2WD,Gasoline,CA,L2,8GMXV02.3001,small car,6,Drv,18,27,22,28.1224,6,no
SAAB 9-3 Convertible,2.8,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXV02.8004,small car,6,Drv,15,24,18,22.6582,5,no
SAAB 9-3 Convertible,2.8,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8GMXV02.8004,small car,6,Drv,16,26,19,24.741,5,no
SAAB 9-3 Convertible,2.8,(6 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXV02.8004,small car,6,Drv,15,24,18,22.6582,5,no
SAAB 9-3 Convertible,2.8,(6 cyl),Man-6,2WD,Gasoline,CA,L2,8GMXV02.8004,small car,6,Drv,16,26,19,24.741,5,no
SAAB 9-3 Sport Sedan,2,(4 cyl),Auto-S5,2WD,Gasoline,FA,B5,8GMXV02.3001,small car,6,Drv,19,26,21,27.8693,6,no
SAAB 9-3 Sport Sedan,2,(4 cyl),Man-6,2WD,Gasoline,FA,B5,8GMXV02.3001,small car,6,Drv,19,29,23,29.6745,7,yes
SAAB 9-3 Sport Sedan,2,(4 cyl),Auto-S5,2WD,Gasoline,CA,L2,8GMXV02.3001,small car,6,Drv,19,26,21,27.8693,6,no
SAAB 9-3 Sport Sedan,2,(4 cyl),Man-6,2WD,Gasoline,CA,L2,8GMXV02.3001,small car,6,Drv,19,29,23,29.6745,7,yes
SAAB 9-3 Sport Sedan,2.8,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXV02.8004,small car,6,Drv,15,24,18,22.6582,5,no
SAAB 9-3 Sport Sedan,2.8,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8GMXV02.8004,small car,6,Drv,16,26,19,24.741,5,no
SAAB 9-3 Sport Sedan,2.8,(6 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXV02.8004,small car,6,Drv,15,24,18,22.6582,5,no
SAAB 9-3 Sport Sedan,2.8,(6 cyl),Man-6,2WD,Gasoline,CA,L2,8GMXV02.8004,small car,6,Drv,16,26,19,24.741,5,no
SAAB 9-3 Sportcombi,2,(4 cyl),Auto-S5,2WD,Gasoline,FA,B5,8GMXV02.3001,station wagon,6,Drv,18,24,20,26.2487,6,no
SAAB 9-3 Sportcombi,2,(4 cyl),Man-6,2WD,Gasoline,FA,B5,8GMXV02.3001,station wagon,6,Drv,19,29,23,29.6745,7,yes
SAAB 9-3 Sportcombi,2,(4 cyl),Auto-S5,2WD,Gasoline,CA,L2,8GMXV02.3001,station wagon,6,Drv,18,24,20,26.2487,6,no
SAAB 9-3 Sportcombi,2,(4 cyl),Man-6,2WD,Gasoline,CA,L2,8GMXV02.3001,station wagon,6,Drv,19,29,23,29.6745,7,yes
SAAB 9-3 Sportcombi,2.8,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXV02.8004,station wagon,6,Drv,15,24,18,22.6582,5,no
SAAB 9-3 Sportcombi,2.8,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8GMXV02.8004,station wagon,6,Drv,16,26,19,24.741,5,no
SAAB 9-3 Sportcombi,2.8,(6 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXV02.8004,station wagon,6,Drv,15,24,18,22.6582,5,no
SAAB 9-3 Sportcombi,2.8,(6 cyl),Man-6,2WD,Gasoline,CA,L2,8GMXV02.8004,station wagon,6,Drv,16,26,19,24.741,5,no
SAAB 9-5,2.3,(4 cyl),Auto-S5,2WD,Gasoline,FA,B5,8GMXV02.3001,midsize car,6,Drv,17,26,20,26.1319,6,no
SAAB 9-5,2.3,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8GMXV02.3001,midsize car,6,Drv,18,28,21,27.8054,6,no
SAAB 9-5,2.3,(4 cyl),Auto-S5,2WD,Gasoline,CA,L2,8GMXV02.3001,midsize car,6,Drv,17,26,20,26.1319,6,no
SAAB 9-5,2.3,(4 cyl),Man-5,2WD,Gasoline,CA,L2,8GMXV02.3001,midsize car,6,Drv,18,28,21,27.8054,6,no
SAAB 9-5 Sportcombi,2.3,(4 cyl),Auto-S5,2WD,Gasoline,FA,B5,8GMXV02.3001,station wagon,6,Drv,17,26,20,26.1319,6,no
SAAB 9-5 Sportcombi,2.3,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8GMXV02.3001,station wagon,6,Drv,18,28,21,27.8054,6,no
SAAB 9-5 Sportcombi,2.3,(4 cyl),Auto-S5,2WD,Gasoline,CA,L2,8GMXV02.3001,station wagon,6,Drv,17,26,20,26.1319,6,no
SAAB 9-5 Sportcombi,2.3,(4 cyl),Man-5,2WD,Gasoline,CA,L2,8GMXV02.3001,station wagon,6,Drv,18,28,21,27.8054,6,no
SAAB 9-7X,4.2,(6 cyl),Auto-L4,4WD,Gasoline,FC,B4,8GMXT04.2188,SUV,7,Drv,14,20,16,16.0009,4,no
SAAB 9-7X,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,8GMXT06.0387,SUV,6,Drv,13,19,16,15.5346,4,no
SAAB 9-7X,6,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,8GMXT06.0387,SUV,6,Drv,12,16,13,13.1897,1,no
SAAB 9-7X,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,8GMXT06.0387,SUV,3,Drv,13,19,16,15.5346,4,no
SAAB 9-7X,6,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,8GMXT06.0387,SUV,3,Drv,12,16,13,13.1897,1,no
SALEEN S281,5,(8 cyl),Man-6,2WD,Gasoline,FA,B5,8S3XV05.0JDC,small car,6,Drv,12,18,14,17.6323,2,no
SALEEN S281,5,(8 cyl),Man-6,2WD,Gasoline,FA,B5,8S3XV05.0JDC,small car,6,Drv,12,18,14,17.8059,2,no
SALEEN S281,5,(8 cyl),Man-6,2WD,Gasoline,CA,L2,8S3XV05.0JDC,small car,6,Drv,12,18,14,17.6323,2,no
SALEEN S281,5,(8 cyl),Man-6,2WD,Gasoline,CA,L2,8S3XV05.0JDC,small car,6,Drv,12,18,14,17.8059,2,no
SATURN Aura,3.5,(6 cyl),Auto-L4,2WD,Gasoline,CA,U2,8GMXV03.5043,midsize car,7,Drv,18,29,22,21.5274,6,yes
SATURN Aura,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV02.4027,midsize car,6,Drv,22,30,25,24.6791,7,yes
SATURN Aura,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXV02.4027,midsize car,6,Drv,22,30,25,24.6791,7,yes
SATURN Aura,3.5,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV03.5043,midsize car,6,Drv,18,29,22,21.5274,6,no
SATURN Aura,3.6,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXB03.6148,midsize car,6,Drv,17,26,20,20.0911,6,no
SATURN Aura,3.6,(6 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXB03.6148,midsize car,6,Drv,17,26,20,20.0911,6,no
SATURN Aura Hybrid,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV02.4040,midsize car,6,Drv,24,32,27,26.9403,8,yes
SATURN Aura Hybrid,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXV02.4040,midsize car,6,Drv,24,32,27,26.9403,8,yes
SATURN Outlook,3.6,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,8GMXT03.6151,SUV,6,Drv,16,24,19,18.9273,5,no
SATURN Outlook,3.6,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8GMXT03.6151,SUV,6,Drv,16,22,18,17.9652,5,no
SATURN Outlook,3.6,(6 cyl),Auto-L6,2WD,Gasoline,CA,L2,8GMXT03.6151,SUV,6,Drv,16,24,19,18.9273,5,no
SATURN Outlook,3.6,(6 cyl),Auto-L6,4WD,Gasoline,CA,L2,8GMXT03.6151,SUV,6,Drv,16,22,18,17.9652,5,no
SATURN Sky,2,(4 cyl),Auto-L5,2WD,Gasoline,FA,B5,8GMXV02.0020,small car,6,Drv,19,26,21,21.386,6,no
SATURN Sky,2,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8GMXV02.0020,small car,6,Drv,19,28,22,22.4483,6,no
SATURN Sky,2,(4 cyl),Auto-L5,2WD,Gasoline,CA,L2,8GMXV02.0020,small car,6,Drv,19,26,21,21.386,6,no
SATURN Sky,2,(4 cyl),Man-5,2WD,Gasoline,CA,L2,8GMXV02.0020,small car,6,Drv,19,28,22,22.4483,6,no
SATURN Sky,2.4,(4 cyl),Auto-L5,2WD,Gasoline,FA,B5,8GMXV02.4031,small car,6,Drv,19,24,21,21.0989,6,no
SATURN Sky,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8GMXV02.4031,small car,6,Drv,19,25,21,21.1616,6,no
SATURN Sky,2.4,(4 cyl),Auto-L5,2WD,Gasoline,CA,L2,8GMXV02.4031,small car,6,Drv,19,24,21,21.0989,6,no
SATURN Sky,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,L2,8GMXV02.4031,small car,6,Drv,19,25,21,21.1616,6,no
SATURN Vue,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT02.4124,SUV,7,Drv,19,26,22,21.64,6,yes
SATURN Vue,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT02.4123,SUV,6,Drv,19,26,22,21.64,6,no
SATURN Vue,3.5,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8GMXB03.9142,SUV,6,Drv,15,22,17,17.3747,4,no
SATURN Vue,3.5,(6 cyl),Auto-L6,4WD,Gasoline,CA,L2,8GMXB03.9142,SUV,6,Drv,15,22,17,17.3747,4,no
SATURN Vue,3.6,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,8GMXT03.6151,SUV,6,Drv,16,23,19,18.8918,5,no
SATURN Vue,3.6,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXT03.6151,SUV,6,Drv,16,24,19,18.9273,5,no
SATURN Vue,3.6,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8GMXT03.6151,SUV,6,Drv,16,22,18,18.258,5,no
SATURN Vue,3.6,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8GMXT03.6151,SUV,6,Drv,16,22,18,18.3908,5,no
SATURN Vue,3.6,(6 cyl),Auto-L6,2WD,Gasoline,CA,L2,8GMXT03.6151,SUV,6,Drv,16,23,19,18.8918,5,no
SATURN Vue,3.6,(6 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXT03.6151,SUV,6,Drv,16,24,19,18.9273,5,no
SATURN Vue,3.6,(6 cyl),Auto-L6,4WD,Gasoline,CA,L2,8GMXT03.6151,SUV,6,Drv,16,22,18,18.258,5,no
SATURN Vue,3.6,(6 cyl),Auto-S6,4WD,Gasoline,CA,L2,8GMXT03.6151,SUV,6,Drv,16,22,18,18.3908,5,no
SATURN Vue Hybrid,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT02.4135,SUV,7,Drv,25,32,28,36.725,8,yes
SHELBY Mustang GT,4.6,(8 cyl),Man-5,2WD,Gasoline,FA,B5,8SLBV04.600F,small car,6,Drv,15,22,17,22.2607,4,no
SHELBY Mustang GT,4.6,(8 cyl),Man-5,2WD,Gasoline,CA,L2,8SLBV04.600F,small car,6,Drv,15,22,17,22.2607,4,no
SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,CA,S2,8FJXB02.5NVD,SUV,9.5,Drv,20,26,22,28.9455,6,yes
SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,S2,8FJXB02.5NVD,SUV,9.5,Drv,20,27,22,29.2274,6,yes
SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,FA,B5,8FJXV02.5PRA,SUV,6,Drv,18,23,20,26.0552,6,no
SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXV02.5PRA,SUV,6,Drv,19,25,21,27.3126,6,no
SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,FA,B5,8FJXB02.5NVD,SUV,6,Drv,20,26,22,28.9455,6,no
SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,FA,B5,8FJXV02.5MTC,SUV,6,Drv,20,26,22,28.9455,6,no
SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5NVD,SUV,6,Drv,20,27,22,29.2274,6,no
SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXV02.5MTC,SUV,6,Drv,20,27,22,29.2274,6,no
SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,CA,L2,8FJXV02.5PRA,SUV,6,Drv,18,23,20,26.0552,6,no
SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXV02.5PRA,SUV,6,Drv,19,25,21,27.3126,6,no
SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,CA,L2,8FJXV02.5MTC,SUV,6,Drv,20,26,22,28.9455,6,no
SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXV02.5MTC,SUV,6,Drv,20,27,22,29.2274,6,no
SUBARU Impreza,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5PYH,small car,6,Drv,19,25,21,27.3126,6,no
SUBARU Impreza,2.5,(4 cyl),Auto-S4,4WD,Gasoline,FA,B5,8FJXB02.5PYH,small car,6,Drv,20,25,22,28.5514,6,no
SUBARU Impreza,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5MXG,small car,6,Drv,20,27,22,29.2274,6,no
SUBARU Impreza,2.5,(4 cyl),Auto-S4,4WD,Gasoline,FA,B5,8FJXB02.5MXG,small car,6,Drv,20,27,22,29.3687,6,no
SUBARU Impreza,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXB02.5PYH,small car,6,Drv,19,25,21,27.3126,6,no
SUBARU Impreza,2.5,(4 cyl),Auto-S4,4WD,Gasoline,CA,L2,8FJXB02.5PYH,small car,6,Drv,20,25,22,28.5514,6,no
SUBARU Impreza,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXB02.5MXG,small car,6,Drv,20,27,22,29.2274,6,no
SUBARU Impreza,2.5,(4 cyl),Auto-S4,4WD,Gasoline,CA,L2,8FJXB02.5MXG,small car,6,Drv,20,27,22,29.3687,6,no
SUBARU Impreza Wagon,2.5,(4 cyl),Man-6,4WD,Gasoline,FA,B5,8FJXB02.5PYH,station wagon,6,Drv,17,23,19,24.8319,5,no
SUBARU Impreza Wagon,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5PYH,station wagon,6,Drv,19,25,21,27.3126,6,no
SUBARU Impreza Wagon,2.5,(4 cyl),Auto-S4,4WD,Gasoline,FA,B5,8FJXB02.5PYH,station wagon,6,Drv,20,25,22,28.5514,6,no
SUBARU Impreza Wagon,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5MXG,station wagon,6,Drv,20,27,22,29.2274,6,no
SUBARU Impreza Wagon,2.5,(4 cyl),Auto-S4,4WD,Gasoline,FA,B5,8FJXB02.5MXG,station wagon,6,Drv,20,27,22,29.3687,6,no
SUBARU Impreza Wagon,2.5,(4 cyl),Man-6,4WD,Gasoline,CA,L2,8FJXB02.5PYH,station wagon,6,Drv,17,23,19,24.8319,5,no
SUBARU Impreza Wagon,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXB02.5PYH,station wagon,6,Drv,19,25,21,27.3126,6,no
SUBARU Impreza Wagon,2.5,(4 cyl),Auto-S4,4WD,Gasoline,CA,L2,8FJXB02.5PYH,station wagon,6,Drv,20,25,22,28.5514,6,no
SUBARU Impreza Wagon,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXB02.5MXG,station wagon,6,Drv,20,27,22,29.2274,6,no
SUBARU Impreza Wagon,2.5,(4 cyl),Auto-S4,4WD,Gasoline,CA,L2,8FJXB02.5MXG,station wagon,6,Drv,20,27,22,29.3687,6,no
SUBARU Legacy,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,S2,8FJXB02.5NVD,small car,9.5,Drv,20,27,22,29.2274,6,yes
SUBARU Legacy,2.5,(4 cyl),Auto-S4,4WD,Gasoline,CA,S2,8FJXB02.5NVD,small car,9.5,Drv,20,27,22,29.3687,6,yes
SUBARU Legacy,2.5,(4 cyl),Man-6,4WD,Gasoline,FA,B5,8FJXB02.5PYH,small car,6,Drv,17,24,20,25.5267,6,no
SUBARU Legacy,2.5,(4 cyl),Auto-S5,4WD,Gasoline,FA,B5,8FJXB02.5PYH,small car,6,Drv,18,24,20,26.1235,6,no
SUBARU Legacy,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5PYH,small car,6,Drv,19,25,21,27.3126,6,no
SUBARU Legacy,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5MXG,small car,6,Drv,20,27,22,29.2274,6,no
SUBARU Legacy,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5NVD,small car,6,Drv,20,27,22,29.2274,6,no
SUBARU Legacy,2.5,(4 cyl),Auto-S4,4WD,Gasoline,FA,B5,8FJXB02.5MXG,small car,6,Drv,20,27,22,29.3687,6,no
SUBARU Legacy,2.5,(4 cyl),Auto-S4,4WD,Gasoline,FA,B5,8FJXB02.5NVD,small car,6,Drv,20,27,22,29.3687,6,no
SUBARU Legacy,2.5,(4 cyl),Man-6,4WD,Gasoline,CA,L2,8FJXB02.5PYH,small car,6,Drv,17,24,20,25.5267,6,no
SUBARU Legacy,2.5,(4 cyl),Auto-S5,4WD,Gasoline,CA,L2,8FJXB02.5PYH,small car,6,Drv,18,24,20,26.1235,6,no
SUBARU Legacy,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXB02.5PYH,small car,6,Drv,19,25,21,27.3126,6,no
SUBARU Legacy,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXB02.5MXG,small car,6,Drv,20,27,22,29.2274,6,no
SUBARU Legacy,2.5,(4 cyl),Auto-S4,4WD,Gasoline,CA,L2,8FJXB02.5MXG,small car,6,Drv,20,27,22,29.3687,6,no
SUBARU Legacy,3,(6 cyl),Auto-S5,4WD,Gasoline,FA,B5,8FJXB03.6TSF,small car,6,Drv,17,24,20,25.6256,6,no
SUBARU Legacy,3,(6 cyl),Auto-S5,4WD,Gasoline,CA,L2,8FJXB03.6TSF,small car,6,Drv,17,24,20,25.6256,6,no
SUBARU Outback Sport,2.5,(4 cyl),Man-6,4WD,Gasoline,FA,B5,8FJXB02.5PYH,station wagon,6,Drv,17,23,19,24.8319,5,no
SUBARU Outback Sport,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5PYH,station wagon,6,Drv,19,25,21,27.3126,6,no
SUBARU Outback Sport,2.5,(4 cyl),Auto-S4,4WD,Gasoline,FA,B5,8FJXB02.5PYH,station wagon,6,Drv,20,25,22,28.5514,6,no
SUBARU Outback Sport,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5MXG,station wagon,6,Drv,20,27,22,29.2274,6,no
SUBARU Outback Sport,2.5,(4 cyl),Auto-S4,4WD,Gasoline,FA,B5,8FJXB02.5MXG,station wagon,6,Drv,20,27,22,29.3687,6,no
SUBARU Outback Sport,2.5,(4 cyl),Man-6,4WD,Gasoline,CA,L2,8FJXB02.5PYH,station wagon,6,Drv,17,23,19,24.8319,5,no
SUBARU Outback Sport,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXB02.5PYH,station wagon,6,Drv,19,25,21,27.3126,6,no
SUBARU Outback Sport,2.5,(4 cyl),Auto-S4,4WD,Gasoline,CA,L2,8FJXB02.5PYH,station wagon,6,Drv,20,25,22,28.5514,6,no
SUBARU Outback Sport,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXB02.5MXG,station wagon,6,Drv,20,27,22,29.2274,6,no
SUBARU Outback Sport,2.5,(4 cyl),Auto-S4,4WD,Gasoline,CA,L2,8FJXB02.5MXG,station wagon,6,Drv,20,27,22,29.3687,6,no
SUBARU Outback Wagon,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,S2,8FJXB02.5NVD,SUV,9.5,Drv,19,26,22,28.3275,6,yes
SUBARU Outback Wagon,2.5,(4 cyl),Auto-S4,4WD,Gasoline,CA,S2,8FJXB02.5NVD,SUV,9.5,Drv,20,26,22,29.2439,6,yes
SUBARU Outback Wagon,2.5,(4 cyl),Auto-S5,4WD,Gasoline,FA,B5,8FJXB02.5PYH,SUV,6,Drv,18,24,20,25.9779,6,no
SUBARU Outback Wagon,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5PYH,SUV,6,Drv,18,24,20,26.2491,6,no
SUBARU Outback Wagon,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5MXG,SUV,6,Drv,19,26,22,28.3275,6,no
SUBARU Outback Wagon,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5NVD,SUV,6,Drv,19,26,22,28.3275,6,no
SUBARU Outback Wagon,2.5,(4 cyl),Auto-S4,4WD,Gasoline,FA,B5,8FJXB02.5MXG,SUV,6,Drv,20,26,22,29.2439,6,no
SUBARU Outback Wagon,2.5,(4 cyl),Auto-S4,4WD,Gasoline,FA,B5,8FJXB02.5NVD,SUV,6,Drv,20,26,22,29.2439,6,no
SUBARU Outback Wagon,2.5,(4 cyl),Auto-S5,4WD,Gasoline,CA,L2,8FJXB02.5PYH,SUV,6,Drv,18,24,20,25.9779,6,no
SUBARU Outback Wagon,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXB02.5PYH,SUV,6,Drv,18,24,20,26.2491,6,no
SUBARU Outback Wagon,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXB02.5MXG,SUV,6,Drv,19,26,22,28.3275,6,no
SUBARU Outback Wagon,2.5,(4 cyl),Auto-S4,4WD,Gasoline,CA,L2,8FJXB02.5MXG,SUV,6,Drv,20,26,22,29.2439,6,no
SUBARU Outback Wagon,3,(6 cyl),Auto-S5,4WD,Gasoline,FA,B5,8FJXB03.6TSF,SUV,6,Drv,17,24,20,26.1042,6,no
SUBARU Outback Wagon,3,(6 cyl),Auto-S5,4WD,Gasoline,CA,L2,8FJXB03.6TSF,SUV,6,Drv,17,24,20,26.1042,6,no
SUBARU Tribeca,3.6,(6 cyl),Auto-S5,4WD,Gasoline,FA,B5,8FJXB03.6TSF,SUV,6,Drv,16,21,18,23.2105,5,no
SUBARU Tribeca,3.6,(6 cyl),Auto-S5,4WD,Gasoline,CA,L2,8FJXB03.6TSF,SUV,6,Drv,16,21,18,23.2105,5,no
SUZUKI Forenza,2,(4 cyl),Auto-4,2WD,Gasoline,FC,U2,8GDXV02.0D04,small car,7,Drv,19,28,22,28.9921,6,yes
SUZUKI Forenza,2,(4 cyl),Man-5,2WD,Gasoline,FC,U2,8GDXV02.0D04,small car,7,Drv,20,28,23,30.1545,7,yes
SUZUKI Forenza,2,(4 cyl),Auto-4,2WD,Gasoline,FC,B5,8GDXV02.0D04,small car,6,Drv,19,28,22,28.9921,6,no
SUZUKI Forenza,2,(4 cyl),Man-5,2WD,Gasoline,FC,B5,8GDXV02.0D04,small car,6,Drv,20,28,23,30.1545,7,yes
SUZUKI Forenza Wagon,2,(4 cyl),Auto-4,2WD,Gasoline,FC,U2,8GDXV02.0D04,station wagon,7,Drv,19,27,22,28.3659,6,yes
SUZUKI Forenza Wagon,2,(4 cyl),Man-5,2WD,Gasoline,FC,U2,8GDXV02.0D04,station wagon,7,Drv,19,27,22,29.0841,6,yes
SUZUKI Forenza Wagon,2,(4 cyl),Auto-4,2WD,Gasoline,FC,B5,8GDXV02.0D04,station wagon,6,Drv,19,27,22,28.3659,6,no
SUZUKI Forenza Wagon,2,(4 cyl),Man-5,2WD,Gasoline,FC,B5,8GDXV02.0D04,station wagon,6,Drv,19,27,22,29.0841,6,no
