Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
MERCEDES-BENZ SLC300,2,4,Auto-9,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JMBXV02.0U2A,small car,3,25,32,27,6,No,324
MINI Cooper Clubman,1.5,3,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV01.5M36,midsize car,7,24,34,28,6,No,319
MINI Cooper Clubman,1.5,3,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV01.5M36,midsize car,7,24,34,28,6,No,319
MINI Cooper Clubman,1.5,3,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV01.5M36,midsize car,7,24,32,27,6,No,323
MINI Cooper Clubman,1.5,3,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV01.5M36,midsize car,7,24,32,27,6,No,323
MINI Cooper Clubman All4,1.5,3,Man-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV01.5M3X,midsize car,3,22,32,26,5,No,344
MINI Cooper Clubman All4,1.5,3,Man-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,JBMXV01.5M3X,midsize car,3,22,32,26,5,No,344
MINI Cooper Clubman All4,1.5,3,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV01.5M3X,midsize car,3,23,31,26,5,No,341
MINI Cooper Clubman All4,1.5,3,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,JBMXV01.5M3X,midsize car,3,23,31,26,5,No,341
MINI Cooper Convertible,1.5,3,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV01.5M36,small car,7,28,37,32,7,Yes,280
MINI Cooper Convertible,1.5,3,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV01.5M36,small car,7,28,37,32,7,Yes,280
MINI Cooper Convertible,1.5,3,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV01.5M36,small car,7,27,35,30,7,Yes,294
MINI Cooper Convertible,1.5,3,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV01.5M36,small car,7,27,35,30,7,Yes,294
MINI Cooper Countryman,1.5,3,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV01.5M3X,midsize car,3,24,34,28,6,No,319
MINI Cooper Countryman,1.5,3,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,JBMXV01.5M3X,midsize car,3,24,34,28,6,No,319
MINI Cooper Countryman,1.5,3,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV01.5M3X,midsize car,3,24,32,27,6,No,323
MINI Cooper Countryman,1.5,3,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,JBMXV01.5M3X,midsize car,3,24,32,27,6,No,323
MINI Cooper Countryman All4,1.5,3,Man-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV01.5M3X,midsize car,3,22,32,26,5,No,344
MINI Cooper Countryman All4,1.5,3,Man-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,JBMXV01.5M3X,midsize car,3,22,32,26,5,No,344
MINI Cooper Countryman All4,1.5,3,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV01.5M3X,midsize car,3,23,30,25,5,No,347
MINI Cooper Countryman All4,1.5,3,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,JBMXV01.5M3X,midsize car,3,23,30,25,5,No,347
MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV01.5M36,small car,7,28,37,32,7,Yes,280
MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV01.5M36,small car,7,28,38,32,7,Yes,282
MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV01.5M36,small car,7,28,37,32,7,Yes,280
MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV01.5M36,small car,7,28,38,32,7,Yes,282
MINI Cooper Hardtop,1.5,3,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV01.5M36,small car,7,27,35,30,7,Yes,294
MINI Cooper Hardtop,1.5,3,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV01.5M36,small car,7,27,35,30,7,Yes,294
MINI Cooper S Clubman,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV02.0M46,midsize car,7,22,31,25,5,No,349
MINI Cooper S Clubman,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV02.0M46,midsize car,7,22,31,25,5,No,349
MINI Cooper S Clubman,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV02.0M46,midsize car,7,23,32,27,6,No,332
MINI Cooper S Clubman,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV02.0M46,midsize car,7,23,32,27,6,No,332
MINI Cooper S Clubman All4,2,4,Man-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV02.0M46,midsize car,7,21,30,24,5,No,366
MINI Cooper S Clubman All4,2,4,Man-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV02.0M46,midsize car,7,21,30,24,5,No,366
MINI Cooper S Clubman All4,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV02.0M46,midsize car,7,22,31,26,5,No,346
MINI Cooper S Clubman All4,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV02.0M46,midsize car,7,22,31,26,5,No,346
MINI Cooper S Convertible,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV02.0M46,small car,7,23,32,26,5,No,338
MINI Cooper S Convertible,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV02.0M46,small car,7,23,32,26,5,No,338
MINI Cooper S Convertible,2,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV02.0M46,small car,7,25,33,28,6,No,315
MINI Cooper S Convertible,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV02.0M46,small car,7,25,33,28,6,No,315
MINI Cooper S Countryman,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV02.0M46,midsize car,7,23,32,27,6,No,332
MINI Cooper S Countryman,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV02.0M46,midsize car,7,23,32,27,6,No,332
MINI Cooper S Countryman All4,2,4,Man-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV02.0M46,midsize car,7,21,31,24,5,No,365
MINI Cooper S Countryman All4,2,4,Man-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV02.0M46,midsize car,7,21,31,24,5,No,365
MINI Cooper S Countryman All4,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV02.0M46,midsize car,7,22,31,26,5,No,346
MINI Cooper S Countryman All4,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV02.0M46,midsize car,7,22,31,26,5,No,346
MINI Cooper S Hardtop,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV02.0M46,small car,7,23,32,26,5,No,338
MINI Cooper S Hardtop,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV02.0M46,small car,7,23,32,26,5,No,338
MINI Cooper S Hardtop,2,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JBMXV02.0M46,small car,7,25,32,28,6,No,316
MINI Cooper S Hardtop,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JBMXV02.0M46,small car,7,25,32,28,6,No,316
MINI Cooper SE Countryman All4,1.5,3,SemiAuto-6,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,JBMXV01.5H60,midsize car,3,28/63,27/66,27/65,9,Yes,223
MINI Cooper SE Countryman All4,1.5,3,SemiAuto-6,4WD,Gasoline/Electricity,CA,U2,California LEV-II ULEV,JBMXV01.5H60,midsize car,3,28/63,27/66,27/65,9,Yes,223
MINI JCW Countryman All4,2,4,Man-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV02.0M48,midsize car,3,20,29,24,5,No,373
MINI JCW Countryman All4,2,4,Man-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV02.0M48,midsize car,3,20,29,24,5,No,373
MINI JCW Countryman All4,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV02.0M48,midsize car,3,22,30,25,5,No,354
MINI JCW Countryman All4,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV02.0M48,midsize car,3,22,30,25,5,No,354
MINI John Cooper Works Clubman All4,2,4,Man-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV02.0M48,midsize car,3,21,31,24,5,No,367
MINI John Cooper Works Clubman All4,2,4,Man-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV02.0M48,midsize car,3,21,31,24,5,No,367
MINI John Cooper Works Clubman All4,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV02.0M48,midsize car,3,23,31,26,5,No,339
MINI John Cooper Works Clubman All4,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV02.0M48,midsize car,3,23,31,26,5,No,339
MINI John Cooper Works Convertible,2,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV02.0M48,small car,3,22,31,25,5,No,349
MINI John Cooper Works Convertible,2,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV02.0M48,small car,3,22,31,25,5,No,349
MINI John Cooper Works Convertible,2,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV02.0M48,small car,3,25,33,28,6,No,315
MINI John Cooper Works Convertible,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV02.0M48,small car,3,25,33,28,6,No,315
MINI John Cooper Works Hardtop,2,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV02.0M48,small car,3,23,32,26,5,No,338
MINI John Cooper Works Hardtop,2,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV02.0M48,small car,3,23,32,26,5,No,338
MINI John Cooper Works Hardtop,2,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JBMXV02.0M48,small car,3,25,32,28,6,No,316
MINI John Cooper Works Hardtop,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JBMXV02.0M48,small car,3,25,32,28,6,No,316
MITSUBISHI Mirage,1.2,3,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JMTXV01.2G5P,small car,5,37,43,39,9,Yes,225
MITSUBISHI Mirage,1.2,3,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMTXV01.2G5P,small car,5,37,43,39,9,Yes,225
MITSUBISHI Mirage,1.2,3,Man-5,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JMTXV01.2G5P,small car,5,33,41,36,8,Yes,242
MITSUBISHI Mirage,1.2,3,Man-5,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMTXV01.2G5P,small car,5,33,41,36,8,Yes,242
MITSUBISHI Mirage G4,1.2,3,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JMTXV01.2G5P,small car,5,35,41,37,8,Yes,237
MITSUBISHI Mirage G4,1.2,3,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMTXV01.2G5P,small car,5,35,41,37,8,Yes,237
MITSUBISHI Mirage G4,1.2,3,Man-5,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JMTXV01.2G5P,small car,5,33,40,35,8,Yes,249
MITSUBISHI Mirage G4,1.2,3,Man-5,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMTXV01.2G5P,small car,5,33,40,35,8,Yes,249
NISSAN 370Z,3.7,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JNSXV03.7NAA,small car,3,18,26,21,4,No,426
NISSAN 370Z,3.7,6,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,JNSXV03.7NAA,small car,3,18,26,21,4,No,426
NISSAN 370Z,3.7,6,SemiAuto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JNSXV03.7NAA,small car,3,19,26,22,4,No,411
NISSAN 370Z,3.7,6,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,JNSXV03.7NAA,small car,3,19,26,22,4,No,411
NISSAN 370Z Roadster,3.7,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JNSXV03.7NAA,small car,3,17,24,20,4,No,447
NISSAN 370Z Roadster,3.7,6,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,JNSXV03.7NAA,small car,3,17,24,20,4,No,447
NISSAN 370Z Roadster,3.7,6,SemiAuto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JNSXV03.7NAA,small car,3,18,25,21,4,No,433
NISSAN 370Z Roadster,3.7,6,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,JNSXV03.7NAA,small car,3,18,25,21,4,No,433
NISSAN Armada,5.6,8,SemiAuto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JNSXT05.6N9C,standard SUV,3,14,19,16,2,No,555
NISSAN Armada,5.6,8,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,JNSXT05.6N9C,standard SUV,3,14,19,16,2,No,555
NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JNSXT05.6N9C,standard SUV,3,13,18,15,2,No,587
NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,JNSXT05.6N9C,standard SUV,3,13,18,15,2,No,587
NISSAN Versa,1.6,4,Auto-4,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JNSXV01.6N4A,small car,3,26,35,29,6,No,306
NISSAN Versa,1.6,4,Auto-4,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JNSXV01.6N4A,small car,3,26,35,29,6,No,306
NISSAN Versa,1.6,4,CVT,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JNSXV01.6N4A,small car,3,31,39,34,8,Yes,260
NISSAN Versa,1.6,4,CVT,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JNSXV01.6N4A,small car,3,31,39,34,8,Yes,260
NISSAN Versa,1.6,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JNSXV01.6P4A,small car,5,31,39,34,8,Yes,260
NISSAN Versa,1.6,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JNSXV01.6P4A,small car,5,31,39,34,8,Yes,260
NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JNSXV01.6N4A,small car,3,27,36,30,7,Yes,296
NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JNSXV01.6N4A,small car,3,27,36,30,7,Yes,296
NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JNSXV01.6P4A,small car,5,27,36,30,7,Yes,296
NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JNSXV01.6P4A,small car,5,27,36,30,7,Yes,296
PORSCHE 911 Carrera,3,6,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,22,30,25,5,No,355
PORSCHE 911 Carrera,3,6,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,22,30,25,5,No,355
PORSCHE 911 Carrera,3,6,Man-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,20,29,23,5,No,382
PORSCHE 911 Carrera,3,6,Man-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,20,29,23,5,No,382
PORSCHE 911 Carrera 4,3,6,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,22,28,24,5,No,362
PORSCHE 911 Carrera 4,3,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,22,28,24,5,No,362
PORSCHE 911 Carrera 4,3,6,Man-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,20,28,23,5,No,389
PORSCHE 911 Carrera 4,3,6,Man-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,20,28,23,5,No,389
PORSCHE 911 Carrera 4 Cabriolet,3,6,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,21,28,24,5,No,370
PORSCHE 911 Carrera 4 Cabriolet,3,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,21,28,24,5,No,370
PORSCHE 911 Carrera 4 Cabriolet,3,6,Man-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,19,28,22,4,No,395
PORSCHE 911 Carrera 4 Cabriolet,3,6,Man-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,19,28,22,4,No,395
PORSCHE 911 Carrera 4 GTS,3,6,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,20,26,22,4,No,400
PORSCHE 911 Carrera 4 GTS,3,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,20,26,22,4,No,400
PORSCHE 911 Carrera 4 GTS,3,6,Man-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,18,26,21,4,No,414
PORSCHE 911 Carrera 4 GTS,3,6,Man-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,18,26,21,4,No,414
PORSCHE 911 Carrera 4 GTS Cabriolet,3,6,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,20,25,22,4,No,402
PORSCHE 911 Carrera 4 GTS Cabriolet,3,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,20,25,22,4,No,402
PORSCHE 911 Carrera 4 GTS Cabriolet,3,6,Man-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,18,26,21,4,No,419
PORSCHE 911 Carrera 4 GTS Cabriolet,3,6,Man-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,18,26,21,4,No,419
PORSCHE 911 Carrera 4S,3,6,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,21,28,24,5,No,373
PORSCHE 911 Carrera 4S,3,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,21,28,24,5,No,373
PORSCHE 911 Carrera 4S,3,6,Man-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,20,28,23,5,No,392
PORSCHE 911 Carrera 4S,3,6,Man-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,20,28,23,5,No,392
PORSCHE 911 Carrera 4S Cabriolet,3,6,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,21,28,24,5,No,371
PORSCHE 911 Carrera 4S Cabriolet,3,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,21,28,24,5,No,371
PORSCHE 911 Carrera 4S Cabriolet,3,6,Man-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,19,28,22,4,No,396
PORSCHE 911 Carrera 4S Cabriolet,3,6,Man-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,19,28,22,4,No,396
PORSCHE 911 Carrera Cabriolet,3,6,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,22,28,24,5,No,365
PORSCHE 911 Carrera Cabriolet,3,6,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,22,28,24,5,No,365
PORSCHE 911 Carrera Cabriolet,3,6,Man-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,20,29,23,5,No,388
PORSCHE 911 Carrera Cabriolet,3,6,Man-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,20,29,23,5,No,388
PORSCHE 911 Carrera GTS,3,6,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,20,26,23,5,No,391
PORSCHE 911 Carrera GTS,3,6,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,20,26,23,5,No,391
PORSCHE 911 Carrera GTS,3,6,Man-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,18,26,21,4,No,418
PORSCHE 911 Carrera GTS,3,6,Man-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,18,26,21,4,No,418
PORSCHE 911 Carrera GTS Cabriolet,3,6,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,20,26,22,4,No,400
PORSCHE 911 Carrera GTS Cabriolet,3,6,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,20,26,22,4,No,400
PORSCHE 911 Carrera GTS Cabriolet,3,6,Man-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,18,26,21,4,No,415
PORSCHE 911 Carrera GTS Cabriolet,3,6,Man-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,18,26,21,4,No,415
PORSCHE 911 Carrera S,3,6,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,22,28,24,5,No,363
PORSCHE 911 Carrera S,3,6,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,22,28,24,5,No,363
PORSCHE 911 Carrera S,3,6,Man-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,20,29,23,5,No,389
PORSCHE 911 Carrera S,3,6,Man-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,20,29,23,5,No,389
PORSCHE 911 Carrera S Cabriolet,3,6,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,22,28,24,5,No,367
PORSCHE 911 Carrera S Cabriolet,3,6,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,22,28,24,5,No,367
PORSCHE 911 Carrera S Cabriolet,3,6,Man-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,20,28,23,5,No,391
PORSCHE 911 Carrera S Cabriolet,3,6,Man-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,20,28,23,5,No,391
PORSCHE 911 Targa 4,3,6,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,22,28,24,5,No,367
PORSCHE 911 Targa 4,3,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,22,28,24,5,No,367
PORSCHE 911 Targa 4,3,6,Man-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,19,28,22,4,No,395
PORSCHE 911 Targa 4,3,6,Man-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,19,28,22,4,No,395
PORSCHE 911 Targa 4 GTS,3,6,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,20,26,22,4,No,404
PORSCHE 911 Targa 4 GTS,3,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,20,26,22,4,No,404
PORSCHE 911 Targa 4 GTS,3,6,Man-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,18,26,21,4,No,428
PORSCHE 911 Targa 4 GTS,3,6,Man-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,18,26,21,4,No,428
PORSCHE 911 Targa 4S,3,6,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,21,27,24,5,No,376
PORSCHE 911 Targa 4S,3,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,21,27,24,5,No,376
PORSCHE 911 Targa 4S,3,6,Man-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,JPRXV03.0C91,small car,1,19,28,22,4,No,396
PORSCHE 911 Targa 4S,3,6,Man-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV03.0C91,small car,1,19,28,22,4,No,396
PORSCHE 911 Turbo,3.8,6,AMS-7,4WD,Gasoline,CA,L2LEV160,California LEV-II LEV160,JPRXV04.0T91,small car,1,19,24,21,4,No,428
