id,date,time,country_name,state/province,population,landslide_type,trigger,fatalities
5387,8/23/13,10:00:00,United States,Pennsylvania,1048,Mudslide,Downpour,0.0
5389,8/23/13,Afternoon,United States,Idaho,54255,Mudslide,Downpour,0.0
5390,8/23/13,Morning,United States,Utah,2129,Debris flow,Downpour,0.0
5397,8/24/13,,United States,Tennessee,12714,Mudslide,Rain,0.0
5400,8/25/13,18:00:00,United States,California,3552,Mudslide,Tropical cyclone,0.0
5403,8/26/13,20:20:00,Mexico,Veracruz-Llave,30607,Landslide,Tropical cyclone,3.0
5405,8/26/13,,Mexico,Veracruz-Llave,15800,Landslide,Tropical cyclone,1.0
5406,8/26/13,,Mexico,Veracruz-Llave,3198,Landslide,Downpour,9.0
5408,8/27/13,,Costa Rica,Alajuela,1015,Landslide,Downpour,
5411,8/28/13,Night,United States,Colorado,2325,Rockfall,Downpour,0.0
5415,8/29/13,0:05:00,Honduras,Cortés,1146,Landslide,Downpour,6.0
5418,8/29/13,Afternoon,United States,Idaho,3112,Debris flow,Downpour,0.0
5419,8/30/13,Afternoon,United States,California,29603,Debris flow,Downpour,0.0
5420,8/30/13,Night,United States,Nevada,36441,Mudslide,Rain,0.0
5432,9/2/13,20:30:00,United States,Utah,7979,Mudslide,Downpour,0.0
5433,9/2/13,20:30:00,United States,Utah,7979,Mudslide,Downpour,0.0
5434,9/2/13,20:30:00,United States,Utah,7979,Mudslide,Downpour,0.0
5435,9/2/13,evening,United States,Utah,2129,Mudslide,Downpour,0.0
5436,9/2/13,evening,United States,Utah,3276,Mudslide,Downpour,0.0
5440,9/2/13,Night,United States,Idaho,7960,Mudslide,Downpour,0.0
5451,9/5/13,18:30:00,United States,Idaho,485,Mudslide,Downpour,0.0
5474,9/6/13,,United States,California,1502,Mudslide,Downpour,0.0
5475,9/7/13,0:13:00,Guatemala,San Marcos,8164,Landslide,Earthquake,0.0
5477,9/7/13,Afternoon,United States,Utah,9796,Debris flow,Downpour,0.0
5478,9/7/13,Afternoon,United States,Utah,15523,Debris flow,Downpour,0.0
5479,9/7/13,evening,United States,Utah,15523,Debris flow,Downpour,0.0
5481,9/7/13,,United States,Utah,112488,Landslide,Downpour,0.0
5483,9/8/13,16:45:00,United States,Idaho,5204,Landslide,Downpour,0.0
5486,9/9/13,Night,Mexico,Veracruz-Llave,12920,Landslide,Downpour,14.0
5489,9/10/13,7:30:00,United States,Arizona,65870,Landslide,Rain,0.0
5496,9/11/13,Night,United States,Utah,3260,Rockfall,Downpour,0.0
5497,9/11/13,Night,United States,Utah,33433,Mudslide,Downpour,0.0
5498,9/11/13,Night,United States,Utah,1470,Debris flow,Downpour,0.0
5501,9/12/13,1:00:00,United States,Colorado,97385,Landslide,Rain,3.0
5502,9/12/13,6:40:00,United States,Utah,1690,Mudslide,Downpour,0.0
5503,9/12/13,evening,United States,Colorado,13813,Mudslide,Downpour,0.0
5504,9/12/13,evening,United States,Idaho,14206,Mudslide,Downpour,0.0
5506,9/12/13,Night,United States,Wyoming,1094,Mudslide,Downpour,0.0
5507,9/12/13,Night,United States,Wyoming,1094,Mudslide,Downpour,0.0
5508,9/12/13,Night,United States,Colorado,97385,Mudslide,Rain,0.0
5509,9/12/13,,United States,Colorado,2400,Landslide,Rain,
5510,9/12/13,,United States,Colorado,2400,Landslide,Rain,
5511,9/12/13,,United States,Idaho,14206,Mudslide,Downpour,0.0
5512,9/12/13,,United States,Idaho,14206,Mudslide,Downpour,0.0
5513,9/12/13,,United States,Idaho,14206,Mudslide,Downpour,0.0
5514,9/12/13,,United States,Idaho,14206,Mudslide,Downpour,0.0
5515,9/12/13,,United States,Idaho,14206,Mudslide,Downpour,0.0
5516,9/12/13,,United States,Idaho,14206,Mudslide,Downpour,0.0
5517,9/12/13,,United States,Colorado,97385,Mudslide,Downpour,0.0
5518,9/12/13,,United States,Idaho,485,Mudslide,Downpour,0.0
5519,9/12/13,,United States,Idaho,485,Mudslide,Downpour,0.0
5520,9/12/13,,United States,Idaho,14206,Mudslide,Downpour,0.0
5521,9/12/13,,United States,Idaho,14206,Mudslide,Downpour,0.0
5522,9/12/13,,United States,Idaho,14206,Mudslide,Downpour,0.0
5523,9/13/13,14:25:00,United States,Utah,21785,Landslide,Downpour,0.0
5524,9/14/13,23:00:00,United States,New Mexico,545852,Mudslide,Downpour,0.0
5525,9/14/13,Afternoon,United States,Idaho,19908,Mudslide,Rain,0.0
5526,9/14/13,,Mexico,Oaxaca,3630,Landslide,Tropical cyclone,1.0
5527,9/15/13,,Mexico,Hidalgo,1236,Landslide,Tropical cyclone,3.0
5528,9/15/13,,Mexico,Puebla,9720,Landslide,Tropical cyclone,3.0
5529,9/15/13,,United States,Colorado,5858,Landslide,Tropical cyclone,0.0
5530,9/15/13,,Mexico,Guerrero,652136,Mudslide,Downpour,
5532,9/16/13,8:00:00,Mexico,Veracruz-Llave,15800,Landslide,Tropical cyclone,12.0
5534,9/16/13,15:30,Mexico,Guerrero,21407,Mudslide,Tropical cyclone,71.0
5538,9/16/13,,Mexico,Guerrero,1252,Landslide,Downpour,0.0
5539,9/16/13,,Mexico,Puebla,1123,Landslide,Tropical cyclone,0.0
5540,9/16/13,,Costa Rica,Alajuela,1015,Landslide,Tropical cyclone,
5541,9/16/13,,Costa Rica,Heredia,5745,Landslide,Tropical cyclone,0.0
5542,9/16/13,,Mexico,Veracruz-Llave,1543,Landslide,Tropical cyclone,13.0
5543,9/16/13,,Mexico,Guerrero,165250,Mudslide,Tropical cyclone,4.0
5544,9/18/13,21:30:00,United States,Utah,21785,Landslide,Mining digging,0.0
5545,9/19/13,17:30:00,United States,Colorado,16887,Debris flow,Downpour,0.0
5546,9/19/13,17:30:00,United States,Colorado,16887,Mudslide,Downpour,0.0
5547,9/19/13,17:30:00,United States,Colorado,16887,Mudslide,Downpour,0.0
5560,9/29/13,,United States,Idaho,485,Landslide,Continuous rain,0.0
5561,9/29/13,,United States,Idaho,485,Landslide,Downpour,0.0
5562,9/29/13,,Panama,Panamá,69102,Landslide,Downpour,
5564,9/30/13,11:00:00,United States,Colorado,2617,Landslide,Unknown,5.0
5566,9/30/13,,United States,Massachusetts,19030,Landslide,Continuous rain,0.0
5571,10/3/13,,Costa Rica,Guanacaste,7301,Landslide,Mining digging,
5576,10/5/13,Night,United States,Minnesota,27592,Mudslide,Downpour,0.0
5577,10/5/13,Night,United States,Wisconsin,1529,Mudslide,Downpour,0.0
5590,10/8/13,11:30:00,United States,Wyoming,9577,Landslide,Unknown,0.0
5591,10/8/13,Morning,Costa Rica,Guanacaste,7301,Landslide,Rain,2.0
5640,11/14/13,,Trinidad and Tobago,Tobago,17000,Landslide,Downpour,0.0
5641,11/14/13,,Trinidad and Tobago,Tobago,17000,Landslide,Downpour,0.0
5653,11/20/13,Night,United States,West Virginia,1638,Mudslide,Unknown,0.0
5663,11/27/13,9:00:00,United States,New Jersey,50005,Mudslide,Unknown,0.0
5675,12/6/13,16:00:00,United States,West Virginia,1779,Mudslide,Downpour,0.0
5677,12/6/13,,United States,West Virginia,1749,Landslide,Other,0.0
5678,12/7/13,2:30:00,United States,West Virginia,1779,Mudslide,Downpour,0.0
5680,12/7/13,,United States,West Virginia,1090,Mudslide,Downpour,0.0
5684,12/10/13,Morning,United States,West Virginia,1779,Mudslide,Downpour,0.0
5690,12/11/13,,Trinidad and Tobago,Sangre Grande,15968,Mudslide,Rain,0.0
5691,12/12/13,Night,United States,Utah,2726,Rockfall,Freeze thaw,2.0
5693,12/16/13,,Mexico,Tabasco,1732,Landslide,Continuous rain,
5697,12/19/13,16:15:00,United States,California,20292,Mudslide,Rain,0.0
5704,12/21/13,7:00:00,United States,Pennsylvania,1746,Landslide,Unknown,0.0
5705,12/21/13,16:15:00,United States,Pennsylvania,11761,Landslide,Unknown,0.0
5709,12/22/13,Morning,United States,Kentucky,777,Mudslide,Rain,0.0
5715,12/24/13,2:00:00,Dominica,Saint Paul,702,Mudslide,Downpour,0.0
5718,12/24/13,Night,Saint Lucia,Praslin,1906,Landslide,Downpour,
5719,12/24/13,Night,Saint Vincent and the Grenadines,Charlotte,1680,Landslide,Downpour,5.0
5720,12/24/13,,Dominica,Saint John,3633,Landslide,Downpour,0.0
5721,12/24/13,,Dominica,Saint Mark,1416,Landslide,Downpour,0.0
5730,12/27/13,,United States,West Virginia,1394,Landslide,Unknown,0.0
5731,12/28/13,2:00:00,Mexico,Baja California,9085,Mudslide,Downpour,0.0
5732,12/28/13,17:30:00,United States,New Hampshire,1600,Snow avalanche,Other,0.0
5735,12/30/13,22:00:00,United States,West Virginia,2406,Landslide,Unknown,0.0
5743,1/2/14,****,United States,Ohio,3822,Landslide,Unknown,0.0
5744,1/2/14,,United States,North Carolina,1424,Landslide,unknown,0.0
5754,1/7/14,Morning,Dominica,Saint Joseph,2184,Landslide,unknown,0.0
5777,1/14/14,Morning,United States,Pennsylvania,305704,Landslide,unknown,0.0
5785,1/14/14,Morning,United States,Pennsylvania,9643,Landslide,unknown,0.0
5841,2/5/14,Morning,United States,Kentucky,6845,Landslide,Rain,0.0
5842,2/5/14,8:30:00,United States,Kentucky,3255,Mudslide,unknown,0.0
5859,2/11/14,,United States,Oregon,1081,Snow avalanche,unknown,2.0
5868,2/14/14,,Colombia,Nariño,1091,Landslide,Downpour,5.0
5871,2/15/14,,Bermuda,Hamilton city,902,Landslide,Downpour,0.0
5888,2/21/14,,United States,Kentucky,4407,Mudslide,Continuous rain,0.0
5893,2/22/14,Morning,United States,Kentucky,3255,Mudslide,Snowfall snowmelt,0.0
5896,2/23/14,,United States,Kentucky,15273,Mudslide,Snowfall snowmelt,0.0
5903,2/27/14,,United States,Utah,6051,Landslide,Downpour,0.0
5915,3/3/14,Morning,United States,Kentucky,6903,Mudslide,Snowfall snowmelt,0.0
5917,3/4/14,,United States,Kentucky,81,Mudslide,Continuous rain,0.0
5944,3/12/14,15:00:00,United States,Pennsylvania,2801,Mudslide,unknown,0.0
5945,3/12/14,12:00:00,United States,Kentucky,2970,Landslide,unknown,0.0
5948,3/13/14,,United States,Ohio,4368,Landslide,Continuous rain,0.0
5950,3/14/14,19:00:00,United States,Pennsylvania,3239,Landslide,unknown,0.0
5951,3/15/14,Morning,United States,Pennsylvania,3403,Landslide,unknown,0.0
5957,3/13/14,8:30,Colombia,Valle del Cauca,247986,Mudslide,Continuous rain,2.0
5959,3/16/14,,Colombia,Huila,9896,mudslide,Continuous rain,1.0
5960,3/16/14,,Colombia,Santander,571820,mudslide,Continuous rain,2.0
5961,3/17/14,14:20:00,United States,Pennsylvania,305704,mudslide,unknown,0.0
5967,3/20/14,Morning,United States,Connecticut,51384,Mudslide,Continuous rain,0.0
5973,3/26/14,,United States,Kentucky,16325,Landslide,unknown,0.0
5977,3/29/14,Night,United States,New York,2244,Mudslide,Rain,0.0
5981,4/4/14,,United States,Kentucky,3938,Landslide,Rain,0.0
5983,4/6/14,18:30:00,United States,Kentucky,3938,Landslide,Rain,0.0
5985,4/7/14,Morning,United States,Alabama,34033,Mudslide,Downpour,0.0
5987,4/8/14,4:00:00,United States,Pennsylvania,305704,Landslide,Rain,0.0
5988,4/9/14,Morning,United States,Ohio,5785,Mudslide,Rain,0.0
5992,4/12/14,19:00:00,United States,New York,3103,Mudslide,Rain,0.0
5993,4/12/14,12:00:00,United States,West Virginia,1413,Mudslide,Rain,0.0
6002,5/1/14,2:15,United States,New York,4995,Landslide,Rain,0.0
6003,4/30/14,16:00:00,United States,Maryland,620961,Landslide,Downpour,0.0
6004,4/30/14,Night,United States,Kentucky,3255,Mudslide,Rain,0.0
6006,5/1/14,,United States,Maryland,1116,Mudslide,Rain,0.0
6007,4/30/14,Night,United States,New Jersey,1849,Mudslide,Downpour,0.0
6023,5/13/14,9:30:00,United States,Pennsylvania,305704,Landslide,Rain,0.0
6026,5/15/14,Morning,United States,New York,1183,Landslide,Rain,0.0
6028,5/16/14,,United States,Virginia,7042,Mudslide,Rain,0.0
6038,5/25/14,,United States,Colorado,2253,Complex,Rain,3.0
6039,5/27/14,16:00:00,United States,Colorado,1079,Mudslide,Rain,0.0
6040,5/30/14,18:00,Guatemala,Huehuetenango,3554,Mudslide,Downpour,6.0
6045,6/1/14,,United States,Minnesota,11071,Mudslide,Continuous rain,0.0
6046,6/1/14,,United States,Minnesota,60797,Mudslide,Downpour,0.0
6049,6/5/14,,United States,Georgia,22958,Mudslide,Downpour,0.0
6052,6/10/14,,United States,Minnesota,11071,Landslide,Rain,0.0
6058,6/15/14,8:00:00,United States,Maine,1097,Landslide,Continuous rain,0.0
6064,6/18/14,Morning,United States,Minnesota,13394,Mudslide,Downpour,0.0
6066,6/18/14,,United States,Minnesota,39309,Mudslide,Rain,0.0
6067,6/18/14,Morning,United States,Minnesota,4058,Landslide,Downpour,0.0
6071,6/19/14,,United States,Minnesota,6661,Mudslide,Continuous rain,0.0
6072,6/19/14,,United States,Minnesota,382578,Mudslide,Continuous rain,0.0
6073,6/19/14,Night,United States,Minnesota,285068,Mudslide,Continuous rain,0.0
6076,6/19/14,19:00:00,United States,Minnesota,382578,Mudslide,Continuous rain,0.0
6079,6/20/14,,United States,Minnesota,4058,Mudslide,Continuous rain,0.0
6080,6/20/14,Morning,United States,Minnesota,285068,Mudslide,Continuous rain,0.0
6083,6/20/14,,United States,Minnesota,6661,Mudslide,Rain,0.0
6088,6/23/14,,United States,Minnesota,6661,Mudslide,Downpour,0.0
6089,6/23/14,,Nicaragua,Chontales,5827,Landslide,Continuous rain,0.0
6090,6/23/14,,Nicaragua,Chontales,5827,Landslide,Continuous rain,0.0
6091,6/23/14,,Nicaragua,Chontales,5827,Landslide,Continuous rain,0.0
6092,6/23/14,,Nicaragua,Chontales,5827,Landslide,Continuous rain,0.0
6093,6/23/14,,Nicaragua,Chontales,5827,Landslide,Continuous rain,0.0
6094,6/23/14,,Nicaragua,Chontales,5827,Landslide,Continuous rain,0.0
6095,6/23/14,,Nicaragua,Chontales,5827,Landslide,Continuous rain,0.0
6096,6/23/14,,Nicaragua,Chontales,5827,Landslide,Continuous rain,0.0
6097,6/23/14,,Nicaragua,Chontales,5827,Landslide,Continuous rain,0.0
6098,6/23/14,,Nicaragua,Chontales,5827,Landslide,Continuous rain,0.0
6099,6/23/14,,Nicaragua,Chontales,5827,Landslide,Continuous rain,0.0
6100,6/23/14,,Nicaragua,Chontales,5827,Landslide,Continuous rain,0.0
6101,6/23/14,,Nicaragua,Chontales,5827,Landslide,Continuous rain,0.0
6102,6/23/14,,Nicaragua,Chontales,5827,Landslide,Continuous rain,0.0
6103,6/25/14,,United States,Pennsylvania,3722,Mudslide,Rain,0.0
6109,6/27/14,Morning,United States,Minnesota,1325,Mudslide,Rain,0.0
6114,6/29/14,Night,United States,Iowa,126326,Mudslide,Rain,0.0
6122,7/2/14,Morning,Mexico,Chihuahua,1512354,Landslide,Rain,3.0
6123,7/2/14,16:30,Honduras,Choluteca,75872,Landslide,Mining digging,8.0
6128,7/7/14,,United States,Arizona,10031,Mudslide,Continuous rain,0.0
6137,7/12/14,Afternoon,United States,Colorado,416427,Mudslide,Rain,0.0
6148,7/15/14,Afternoon,United States,Wyoming,9520,Mudslide,Rain,0.0
6149,7/15/14,16:30:00,United States,Colorado,5236,Mudslide,Rain,0.0
6161,7/19/14,,United States,Colorado,1655,Mudslide,Downpour,0.0
6166,7/20/14,,United States,California,3429,Mudslide,Downpour,0.0
6185,7/28/14,16:00:00,United States,Utah,5389,Mudslide,Rain,0.0
6201,8/3/14,15:30,United States,California,6362,Mudslide,Continuous rain,0.0
6202,5/20/14,,Honduras,Yoro,15774,Landslide,Rain,0.0
6216,10/4/14,,Costa Rica,Alajuela,3010,Landslide,Rain,0.0
6219,10/7/14,,Colombia,Magdalena,26246,Landslide,Rain,6.0
6221,9/24/14,,United States,Iowa,1459,Landslide,Unknown,0.0
6226,4/17/14,evening,United States,Wyoming,9577,Creep,Snowfall snowmelt,0.0
6246,10/14/14,,United States,Tennessee,1832,Landslide,Downpour,0.0
6251,10/13/14,Night,El Salvador,San Miguel,6393,Rockfall,Earthquake,0.0
6253,6/1/07,,United States,Colorado,1864,Landslide,Unknown,0.0
6254,5/15/14,Night,United States,Pennsylvania,1515,Landslide,Continuous rain,0.0
6257,8/5/14,6:00,United States,Utah,16322,Landslide,Downpour,0.0
6269,10/18/14,,Mexico,Guerrero,1018,Landslide,Tropical cyclone,0.0
6270,10/16/14,Night,Nicaragua,Managua,70013,Mudslide,Downpour,9.0
6278,5/15/14,,United States,Maryland,23717,Mudslide,Downpour,0.0
6297,9/19/14,Afternoon,Costa Rica,Alajuela,9687,Landslide,Rain,0.0
6301,10/23/14,Morning,Trinidad and Tobago,Siparia,8568,Mudslide,Downpour,0.0
6303,6/11/09,,United States,Utah,48174,Landslide,Flooding,3.0
6308,10/20/14,19:33,Ecuador,Carchi,15112,Rockfall,Earthquake,0.0
6309,10/21/14,3:00,Colombia,Santander,11265,Rockfall,Rain,0.0
6318,9/16/14,,United States,Utah,18761,Debris flow,Rain,0.0
6319,9/7/14,,United States,California,14578,Debris flow,Rain,0.0
6335,11/1/14,1:23,Costa Rica,Alajuela,14448,Landslide,Earthquake,0.0
6342,1/15/14,,United States,Pennsylvania,2190,Rockfall,Unknown,0.0
6345,9/8/14,0:15,Jamaica,Portland,14400,Mudslide,Downpour,0.0
6362,11/4/14,,United States,Massachusetts,11547,Landslide,Mining digging,0.0
6367,9/3/14,Night,United States,Georgia,189885,Mudslide,Rain,0.0
6368,8/4/14,,United States,Idaho,485,Landslide,Rain,0.0
6372,8/23/14,,United States,Wyoming,9520,Rockfall,Unknown,0.0
6382,11/9/14,,United States,Ohio,49138,Landslide,Construction,0.0
6388,11/17/14,2:00,United States,Alabama,81619,Landslide,Downpour,0.0
6390,11/21/14,3:23,United States,California,44199,Landslide,Rain,0.0
6395,4/18/13,,United States,Illinois,23402,Landslide,Rain,0.0
6396,4/18/13,,United States,Illinois,23402,Landslide,Rain,0.0
6404,11/28/14,8:30,Canada,Ontario,519949,Landslide,Unknown,0.0
6417,8/28/14,Morning,Nicaragua,Ogun State,6315,Landslide,Downpour,7.0
6421,12/4/14,Unknown,United States,California,143911,Debris flow,Rain,0.0
6422,12/4/14,1:00,United States,California,44199,Mudslide,Downpour,0.0
6423,12/3/14,,United States,California,2593,Mudslide,Rain,0.0
6430,8/3/14,,United States,California,51367,Mudslide,Downpour,0.0
6446,8/1/14,16:30,United States,Colorado,5236,Mudslide,Rain,0.0
6456,12/9/14,17:15,United States,Massachusetts,2717,Mudslide,Rain,0.0
6464,8/10/14,,United States,New Mexico,8329,Mudslide,Downpour,0.0
6468,8/10/14,18:44,United States,Colorado,5236,Mudslide,Downpour,0.0
6469,8/10/14,18:44,United States,Colorado,5236,Mudslide,Downpour,0.0
6471,8/11/14,Night,United States,Colorado,629,Mudslide,Downpour,0.0
6485,8/12/14,13:00,Ecuador,Pichincha,1399814,Rockfall,Earthquake,2.0
6486,8/12/14,15:00,Ecuador,Pichincha,1399814,Rockfall,Earthquake,0.0
6491,12/6/14,,United States,Ohio,49138,Landslide,Continuous rain,0.0
6505,12/13/14,20:30,Ecuador,Sucumbios,0,Mudslide,Unknown,13.0
6506,8/13/14,19:00,United States,Idaho,485,Mudslide,Rain,0.0
6507,8/14/14,Afternoon,United States,Nevada,15023,Debris flow,Downpour,0.0
6508,8/14/14,evening,United States,Wyoming,1176,Creep,Downpour,0.0
6509,8/12/14,Afternoon,United States,Colorado,2325,Debris flow,Downpour,0.0
6533,8/18/14,,United States,Kentucky,777,Mudslide,Downpour,0.0
6542,8/21/14,21:30,United States,New York,2229,Mudslide,Downpour,0.0
6543,8/21/14,22:30,Costa Rica,Alajuela,9853,Mudslide,Unknown,0.0
6547,8/22/14,21:30,United States,Kentucky,1706,Mudslide,Downpour,0.0
6579,12/21/14,,Colombia,Cauca,3120,Mudslide,Rain,6.0
6581,1/16/14,,United States,Pennsylvania,4176,Landslide,Unknown,0.0
6585,5/11/08,5:45,United States,Maryland,19096,Other,Continuous rain,0.0
6586,10/20/14,,Guatemala,Sololá,9986,Landslide,Rain,6.0
6591,1/4/14,,Brazil,Pará,78050,Riverbank collapse,Unknown,0.0
6603,12/25/14,,Canada,Quebec,3805,Landslide,Unknown,0.0
6607,12/27/14,18:45,United States,Colorado,1027,Rockfall,Unknown,0.0
6617,1/3/15,0:34,United States,Idaho,1081,Rockfall,Earthquake,0.0
6660,7/28/14,,Guatemala,Baja Verapaz,5370,Landslide,Rain,0.0
6661,9/23/14,14:30,Guatemala,Guatemala,67994,Landslide,Rain,3.0
6662,12/20/14,11:30,Guatemala,Guatemala,994938,Landslide,Rain,0.0
6663,5/21/14,,United States,Illinois,5405,Other,Rain,0.0
6664,3/12/14,Night,Guatemala,Quiché,7850,Landslide,Downpour,0.0
6665,7/4/14,,Guatemala,Jutiapa,10469,Landslide,Downpour,0.0
6666,9/27/14,,Guatemala,Huehuetenango,1713,Landslide,Downpour,0.0
6667,10/31/14,2:00,Guatemala,Guatemala,97172,Landslide,Downpour,1.0
6668,6/24/14,,Guatemala,Quiché,2693,Landslide,Rain,2.0
6669,9/27/14,,Guatemala,San Marcos,6438,Landslide,Rain,2.0
6670,11/14/14,,Colombia,Antioquia,16707,Landslide,Unknown,2.0
6672,10/13/14,,Honduras,Ocotepeque,2389,Landslide,Downpour,0.0
6673,8/10/14,10:00,Costa Rica,Alajuela,14448,Rockfall,Rain,0.0
6674,9/29/14,7:40,Ecuador,Azuay,276964,Rockfall,Unknown,0.0
6675,5/22/14,Night,El Salvador,San Miguel,19095,Debris flow,Rain,0.0
6679,4/21/14,Afternoon,El Salvador,Cabañas,39361,Landslide,Unknown,1.0
6680,4/30/14,4:30,Ecuador,Zamora-Chinchipe,15276,Landslide,Downpour,3.0
6681,10/15/14,,El Salvador,Sonsonate,7358,Landslide,Continuous rain,0.0
6682,10/15/14,,El Salvador,Sonsonate,15446,Landslide,Continuous rain,0.0
6683,10/15/14,,El Salvador,La Paz,2654,Landslide,Continuous rain,0.0
6684,10/15/14,,El Salvador,San Miguel,6393,Landslide,Continuous rain,0.0
6685,10/12/14,,El Salvador,Santa Ana,5773,Landslide,Rain,3.0
6686,10/12/14,,El Salvador,La Libertad,124694,Landslide,Rain,0.0
6687,10/12/14,,El Salvador,San Salvador,33767,Other,Rain,0.0
6688,1/5/14,Night,Mexico,Veracruz,9277,Landslide,Rain,0.0
6689,7/31/14,Night,Honduras,Cortés,1043,Landslide,Unknown,0.0
6690,11/19/14,,Peru,Ancash,0,Landslide,Downpour,0.0
6691,10/14/14,Night,Honduras,Santa Bárbara,1759,Landslide,Rain,1.0
6692,11/23/14,Afternoon,Nicaragua,Rivas,2771,Landslide,Unknown,1.0
6693,10/9/14,,Nicaragua,Rivas,2771,Landslide,Rain,0.0
6694,10/9/14,,Nicaragua,Río San Juan,13451,Landslide,Rain,0.0
6695,9/13/14,,Costa Rica,Cartago,26594,Landslide,Rain,0.0
6696,12/13/14,Night,Costa Rica,Heredia,0,Landslide,Unknown,0.0
6697,11/3/14,,Costa Rica,San José,0,Landslide,Rain,0.0
6698,9/19/14,,Costa Rica,San José,34877,Landslide,Rain,0.0
6699,9/12/14,,Panama,Chiriquí,11245,Landslide,Rain,0.0
6700,9/25/14,,Panama,Chiriquí,1908,Landslide,Downpour,0.0
6701,9/14/14,Morning,Panama,Panamá,19782,Other,Rain,0.0
6702,5/9/14,,Panama,Colón,1232,Landslide,Downpour,0.0
6703,6/17/14,,Panama,Panamá,321501,Mudslide,Unknown,0.0
6704,8/17/14,Afternoon,Panama,Chiriquí,2957,Landslide,Downpour,0.0
6705,6/24/14,,Panama,Panamá,9169,Landslide,Unknown,0.0
6706,8/3/14,,Dominican Republic,Santo Domingo,0,Landslide,Tropical cyclone,0.0
6707,11/7/14,,Dominican Republic,Puerto Plata,4393,Landslide,Rain,0.0
6708,5/18/14,16:30,Puerto Rico,Vega Alta,12036,Other,Rain,0.0
6709,9/24/14,,Puerto Rico,Aguada,4040,Landslide,Downpour,0.0
6710,8/24/14,3:00,Puerto Rico,Ponce,5080,Landslide,Downpour,0.0
6711,8/24/14,,Puerto Rico,Ponce,5080,Landslide,Downpour,0.0
6712,11/7/14,Afternoon,Puerto Rico,Villalba,4555,Landslide,Unknown,0.0
6713,11/1/14,,Haiti,Nord,134815,Landslide,Downpour,1.0
6722,5/27/14,,Haiti,Nord,134815,Landslide,Continuous rain,3.0
6731,1/21/15,,United States,Idaho,1081,Rockfall,Unknown,0.0
6735,1/28/15,23:00,Costa Rica,San José,34877,Landslide,Continuous rain,0.0
6738,2/1/15,10:05,United States,California,14236,Rockfall,Unknown,0.0
6747,2/6/15,Afternoon,Costa Rica,San José,0,Mudslide,Downpour,0.0
6787,2/21/15,,United States,Pennsylvania,8987,Landslide,Unknown,0.0
6791,2/21/15,,United States,Virginia,3884,Landslide,Snowfall snowmelt,0.0
6796,2/21/15,Night,United States,Kentucky,3255,Mudslide,Snowfall snowmelt,0.0
6801,2/23/15,Morning,United States,Kentucky,1416,Rockfall,Snowfall snowmelt,0.0
6809,3/2/15,Morning,United States,Kentucky,1706,Mudslide,Snowfall snowmelt,0.0
6811,3/4/15,Morning,United States,Kentucky,7622,Mudslide,Rain,0.0
6815,3/4/15,,United States,West Virginia,1090,Mudslide,Rain,0.0
6816,3/4/15,,United States,West Virginia,1090,Mudslide,Rain,0.0
6817,3/5/15,,United States,West Virginia,4028,Mudslide,Snowfall snowmelt,0.0
6818,3/4/15,,United States,West Virginia,717,Mudslide,Rain,0.0
6819,3/4/15,,United States,West Virginia,3191,Mudslide,Rain,0.0
6820,3/4/15,21:00,United States,Kentucky,1745,Mudslide,Downpour,0.0
6821,3/4/15,,United States,West Virginia,1631,Other,Rain,0.0
6822,3/4/15,,United States,West Virginia,51400,Other,Rain,0.0
6823,3/4/15,21:00,United States,West Virginia,1638,Other,Rain,0.0
6824,3/4/15,,United States,West Virginia,1779,Mudslide,Rain,0.0
6825,3/3/15,Night,United States,West Virginia,2406,Mudslide,Rain,0.0
6828,3/3/15,,Peru,San Martín,0,Landslide,Downpour,0.0
6829,3/4/15,,Peru,San Martín,0,Mudslide,Rain,0.0
6831,3/6/15,Morning,United States,Kentucky,2237,Mudslide,Snowfall snowmelt,0.0
6832,3/5/15,22:30,United States,West Virginia,3191,Mudslide,Rain,0.0
6833,3/4/15,,United States,West Virginia,1090,Mudslide,Rain,0.0
6834,3/5/15,5:00,United States,Kentucky,2139,Mudslide,Rain,0.0
6835,3/4/15,Night,United States,Kentucky,4456,Mudslide,Snowfall snowmelt,0.0
6836,3/5/15,Morning,United States,West Virginia,1344,Mudslide,Rain,0.0
6837,3/5/15,Night,United States,West Virginia,9318,Mudslide,Rain,0.0
6838,3/5/15,Afternoon,United States,Virginia,3286,Landslide,Rain,0.0
6843,3/9/15,,United States,Kentucky,3435,Mudslide,Unknown,0.0
6844,3/9/15,,United States,Kentucky,777,Mudslide,Unknown,0.0
6845,3/7/15,Afternoon,United States,Virginia,5614,Mudslide,Rain,0.0
6848,3/4/15,23:59,United States,Virginia,1021,Mudslide,Rain,0.0
6850,3/10/15,15:00,United States,West Virginia,1747,Mudslide,Rain,1.0
6853,3/9/15,Afternoon,United States,Kentucky,2672,Landslide,Rain,0.0
6854,3/10/15,13:00,United States,New York,195976,Mudslide,Unknown,0.0
6855,3/10/15,Afternoon,United States,Ohio,5955,Mudslide,Rain,0.0
6858,3/10/15,,United States,Georgia,3846,Mudslide,Continuous rain,0.0
6859,3/12/15,11:50,United States,West Virginia,51400,Landslide,Rain,0.0
6860,3/11/15,Afternoon,United States,West Virginia,3191,Rockfall,Continuous rain,0.0
6861,3/11/15,Afternoon,United States,West Virginia,3191,Mudslide,Continuous rain,0.0
