Name,Symbol,LastSale,MarketCapLabel,MarketCapAmount,IPOyear,Sector,industry,Summary Quote
Solar Capital Ltd.,SLRC,19.58,$831.47M,831470000,2010,n/a,n/a,http://www.nasdaq.com/symbol/slrc
Solar Senior Capital Ltd.,SUNS,15.73,$181.42M,181420000,2011,n/a,n/a,http://www.nasdaq.com/symbol/suns
SolarCity Corporation,SCTY,54.44,$5.23B,5230000000,2012,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/scty
"Solazyme, Inc.",SZYM,2.56,$203.01M,203010000,2011,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/szym
Sonic Corp.,SONC,32.88,$1.76B,1760000000,1991,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sonc
"Sonic Foundry, Inc.",SOFO,8.19,$35.6M,35600000,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sofo
"Sonus Networks, Inc.",SONS,16.75,$33.11M,33110000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sons
"Sophiris Bio, Inc.",SPHS,0.47,$7.92M,7920000,2013,n/a,n/a,http://www.nasdaq.com/symbol/sphs
"SORL Auto Parts, Inc.",SORL,3.11,$60.04M,60040000,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sorl
"Sorrento Therapeutics, Inc.",SRNE,12.37,$357.9M,357900000,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/srne
Sotherly Hotels Inc.,SOHO,7.44,$78.65M,78650000,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/soho
Sotherly Hotels LP,SOHOL,26.2535,n/a,0,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sohol
Sotherly Hotels LP,SOHOM,25.2,n/a,0,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sohom
"Sound Financial Bancorp, Inc.",SFBC,18.9,$47.59M,47590000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sfbc
South State Corporation,SSB,65.05,$1.57B,1570000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssb
Southcoast Financial Corporation,SOCB,7.27,$51.59M,51590000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/socb
"Southern First Bancshares, Inc.",SFST,16.8001,$81.24M,81240000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfst
"Southern Missouri Bancorp, Inc.",SMBC,18.58,$137.71M,137710000,n/a,Finance,Banks,http://www.nasdaq.com/symbol/smbc
"Southern National Bancorp of Virginia, Inc.",SONA,11.6501,$142.09M,142090000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sona
"Southside Bancshares, Inc.",SBSI,29.64,$560.71M,560710000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbsi
"Southwest Bancorp, Inc.",OKSB,16.62,$323.36M,323360000,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/oksb
SP Plus Corporation,SP,22.78,$501.62M,501620000,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/sp
"Span-America Medical Systems, Inc.",SPAN,18.175,$54.19M,54190000,1983,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/span
"Spanish Broadcasting System, Inc.",SBSA,3.27,$21.28M,21280000,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbsa
"SPAR Group, Inc.",SGRP,1.47,$30.22M,30220000,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sgrp
"Spark Energy, Inc.",SPKE,15.2,$209M,209000000,2014,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/spke
"Spark Therapeutics, Inc.",ONCE,51.44,$1.21B,1210000000,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/once
"Spartan Motors, Inc.",SPAR,5.35,$182.34M,182340000,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/spar
SpartanNash Company,SPTN,26.21,$982.77M,982770000,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/sptn
"Spectrum Pharmaceuticals, Inc.",SPPI,7.46,$491.52M,491520000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sppi
"Speed Commerce, Inc.",SPDC,0.9871,$65.16M,65160000,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/spdc
Sphere 3D Corp,ANY,4.31,$113.68M,113680000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/any
Spherix Incorporated,SPEX,0.93,$26.61M,26610000,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/spex
"Spirit Airlines, Inc.",SAVE,81.77,$5.95B,5950000000,2011,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/save
Splunk Inc.,SPLK,68.945,$8.36B,8360000000,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/splk
"Spok Holdings, Inc.",SPOK,18.93,$410.46M,410460000,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/spok
"Sportsman&#39;s Warehouse Holdings, Inc.",SPWH,n/a,n/a,0,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spwh
"Sprouts Farmers Market, Inc.",SFM,37.48,$5.67B,5670000000,2013,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfm
"SPS Commerce, Inc.",SPSC,67.4,$1.1B,1100000000,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spsc
"Square 1 Financial, Inc.",SQBK,24.96,$716.57M,716570000,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/sqbk
"SS&C Technologies Holdings, Inc.",SSNC,62.6,$5.24B,5240000000,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssnc
STAAR Surgical Company,STAA,6.63,$256.27M,256270000,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/staa
Stamps.com Inc.,STMP,57.52,$915.17M,915170000,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/stmp
"Stanley Furniture Company, Inc.",STLY,3.4,$50.25M,50250000,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/stly
"Staples, Inc.",SPLS,16.79,$10.75B,10750000000,1989,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spls
Star Bulk Carriers Corp.,SBLK,4.5,$712.92M,712920000,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblk
Star Bulk Carriers Corp.,SBLKL,22.4499,n/a,0,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblkl
Starbucks Corporation,SBUX,93.51,$70.11B,70110000000,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sbux
Starz,STRZA,31.52,$3.29B,3290000000,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/strza
Starz,STRZB,30.3728,$3.17B,3170000000,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/strzb
State Auto Financial Corporation,STFC,24.23,$992.63M,992630000,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/stfc
State Bank Financial Corporation.,STBZ,19.75,$637.36M,637360000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stbz
"State Investors Bancorp, Inc.",SIBC,20.91,$48.26M,48260000,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sibc
"State National Companies, Inc.",SNC,9.16,$405.3M,405300000,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/snc
"StealthGas, Inc.",GASS,6.14,$245.61M,245610000,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/gass
"Steel Dynamics, Inc.",STLD,19.47,$4.68B,4680000000,1996,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/stld
"Stein Mart, Inc.",SMRT,16.2,$728.03M,728030000,1992,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/smrt
Steiner Leisure Limited,STNR,47.57,$645.31M,645310000,1996,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/stnr
"StemCells, Inc.",STEM,1.09,$74.92M,74920000,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/stem
"Stemline Therapeutics, Inc.",STML,14.1,$187.32M,187320000,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stml
"Stereotaxis, Inc.",STXS,2.65,$54.22M,54220000,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/stxs
"Stericycle, Inc.",SRCL,134.61,$11.43B,11430000000,1996,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/srcl
Sterling Construction Company Inc,STRL,2.99,$56.22M,56220000,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/strl
"Steven Madden, Ltd.",SHOO,34.15,$2.19B,2190000000,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/shoo
Stewardship Financial Corp,SSFN,5.45,$32.86M,32860000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssfn
"Stock Building Supply Holdings, Inc.",STCK,15.89,$415.94M,415940000,2013,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/stck
"Stock Yards Bancorp, Inc.",SYBT,32.61,$479.72M,479720000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sybt
StoneCastle Financial Corp,BANX,21.42,$134.9M,134900000,2013,n/a,n/a,http://www.nasdaq.com/symbol/banx
Stonegate Bank,SGBK,28.33,$290.23M,290230000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgbk
"Stratasys, Ltd.",SSYS,63.88,$3.25B,3250000000,1994,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ssys
Strattec Security Corporation,STRT,64.79,$232.41M,232410000,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/strt
"Stratus Properties, Inc.",STRS,13.45,$108.12M,108120000,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/strs
"Strayer Education, Inc.",STRA,61.45,$670.01M,670010000,1996,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/stra
"Streamline Health Solutions, Inc.",STRM,4.15,$76.65M,76650000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/strm
Student Transportation Inc,STB,5.75,$480.27M,480270000,n/a,Transportation,Other Transportation,http://www.nasdaq.com/symbol/stb
"Sucampo Pharmaceuticals, Inc.",SCMP,15.02,$673.24M,673240000,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scmp
Suffolk Bancorp,SUBK,23.14,$269.99M,269990000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/subk
"Summer Infant, Inc.",SUMR,2.65,$48.06M,48060000,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/sumr
"Summit Financial Group, Inc.",SMMF,11.42,$85.19M,85190000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smmf
Summit State Bank,SSBI,13.73,$65.61M,65610000,2006,n/a,n/a,http://www.nasdaq.com/symbol/ssbi
"Sun Bancorp, Inc.",SNBC,18.66,$346.82M,346820000,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/snbc
Sun Hydraulics Corporation,SNHY,40.18,$1.07B,1070000000,1997,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/snhy
Sundance Energy Australia Limited,SNDE,n/a,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/snde
SunEdison Semiconductor Limited,SEMI,21.5,$892.38M,892380000,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/semi
"Sunesis Pharmaceuticals, Inc.",SNSS,2.35,$145.58M,145580000,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snss
Sungy Mobile Limited,GOMO,4.99,$167.08M,167080000,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gomo
"SunOpta, Inc.",STKL,11.85,$794.82M,794820000,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/stkl
SunPower Corporation,SPWR,n/a,n/a,0,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/spwr
"Sunshine Bancorp, Inc.",SBCP,12.08,$51.12M,51120000,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sbcp
Sunshine Heart Inc,SSH,5.25,$88.89M,88890000,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ssh
"Super Micro Computer, Inc.",SMCI,39.24,$1.83B,1830000000,2007,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/smci
"SuperCom, Ltd.",SPCB,8.22,$112.61M,112610000,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spcb
Superconductor Technologies Inc.,SCON,2.09,$27.69M,27690000,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/scon
"Superior Uniform Group, Inc.",SGC,18.27,$491.39M,491390000,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sgc
"Supernus Pharmaceuticals, Inc.",SUPN,8.67,$372.21M,372210000,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/supn
"Supertel Hospitality, Inc.",SPPR,1.69,$7.93M,7930000,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sppr
"Supertel Hospitality, Inc.",SPPRO,15.5001,n/a,0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sppro
"Supertel Hospitality, Inc.",SPPRP,5.6991,n/a,0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/spprp
"support.com, Inc.",SPRT,1.68,$90.88M,90880000,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/sprt
"Surgical Care Affiliates, Inc.",SCAI,32.48,$1.25B,1250000000,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/scai
"SurModics, Inc.",SRDX,23.57,$304.98M,304980000,1998,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srdx
"Susquehanna Bancshares, Inc.",SUSQ,13.5,$2.45B,2450000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/susq
Sussex Bancorp,SBBX,10.25,$47.81M,47810000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbbx
Sutor Technology Group Limited,SUTR,0.88,$36.62M,36620000,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/sutr
Sutron Corporation,STRN,5.4201,$27.56M,27560000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/strn
SVB Financial Group,SIVB,123.08,$6.26B,6260000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivb
SVB Financial Group,SIVBO,25.75,n/a,0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivbo
"Swisher Hygiene, Inc.",SWSH,1.98,$34.83M,34830000,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/swsh
"Sykes Enterprises, Incorporated",SYKE,22.82,$987.85M,987850000,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/syke
Symantec Corporation,SYMC,25.685,$17.53B,17530000000,1989,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/symc
Symmetry Surgical Inc.,SSRG,7.85,$75.26M,75260000,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ssrg
"Synacor, Inc.",SYNC,2.2,$60.24M,60240000,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sync
Synageva BioPharma Corp.,GEVA,102.45,$3.77B,3770000000,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/geva
Synalloy Corporation,SYNL,15.37,$133.86M,133860000,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/synl
Synaptics Incorporated,SYNA,82.225,$3.02B,3020000000,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/syna
"Synchronoss Technologies, Inc.",SNCR,44.81,$1.9B,1900000000,2006,Technology,EDP Services,http://www.nasdaq.com/symbol/sncr
"Syndax Pharmaceuticals, Inc.",SNDX,n/a,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sndx
"Synergetics USA, Inc.",SURG,4.49,$113.88M,113880000,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/surg
"Synergy Pharmaceuticals, Inc.",SGYP,2.87,$277.27M,277270000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgyp
"Synergy Pharmaceuticals, Inc.",SGYPU,6.48,$11.78M,11780000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgypu
"Synergy Pharmaceuticals, Inc.",SGYPW,0.7399,n/a,0,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgypw
Syneron Medical Ltd.,ELOS,11.1,$407.03M,407030000,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/elos
"Synopsys, Inc.",SNPS,46.95,$7.21B,7210000000,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/snps
Synta Pharmaceuticals Corp.,SNTA,2.32,$252.64M,252640000,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snta
"Syntel, Inc.",SYNT,49.68,$4.15B,4150000000,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/synt
"Synthesis Energy Systems, Inc.",SYMX,0.78,$57.11M,57110000,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/symx
"Synutra International, Inc.",SYUT,5.74,$328.91M,328910000,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/syut
"Sypris Solutions, Inc.",SYPR,2.42,$49.63M,49630000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sypr
Sysorex Global Holding Corp.,SYRX,1.52,$29.87M,29870000,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/syrx
"T. Rowe Price Group, Inc.",TROW,83.53,$21.78B,21780000000,1986,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/trow
"T2 Biosystems, Inc.",TTOO,17.52,$351.13M,351130000,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ttoo
Taitron Components Incorporated,TAIT,1,$5.54M,5540000,1995,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tait
"Take-Two Interactive Software, Inc.",TTWO,27.005,$2.28B,2280000000,1997,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ttwo
"Talmer Bancorp, Inc.",TLMR,13.7,$965.9M,965900000,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/tlmr
"Tandem Diabetes Care, Inc.",TNDM,13.54,$320M,320000000,2013,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tndm
"Tandy Leather Factory, Inc.",TLF,8.99,$92.11M,92110000,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/tlf
"Tangoe, Inc.",TNGO,12.19,$473.51M,473510000,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tngo
"Tarena International, Inc.",TEDU,11.2,$567.36M,567360000,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tedu
"Targacept, Inc.",TRGT,2.6,$89.21M,89210000,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trgt
"TASER International, Inc.",TASR,27.58,$1.45B,1450000000,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/tasr
TAT Technologies Ltd.,TATT,6.31,$55.56M,55560000,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/tatt
"Taylor Devices, Inc.",TAYD,11.55,$38.66M,38660000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tayd
TCP Capital Corp.,TCPC,16.79,$718.79M,718790000,2012,n/a,n/a,http://www.nasdaq.com/symbol/tcpc
TearLab Corporation,TEAR,2.52,$84.78M,84780000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tear
Tech Data Corporation,TECD,61.78,$2.36B,2360000000,1986,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/tecd
Technical Communications Corporation,TCCO,4.2699,$7.85M,7850000,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/tcco
"TechTarget, Inc.",TTGT,11.29,$372.26M,372260000,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ttgt
Tecnoglass Inc.,TGLS,9.8377,$240.07M,240070000,2012,Consumer Durables,Electronic Components,http://www.nasdaq.com/symbol/tgls
Tecogen Inc.,TGEN,5.2099,$82.36M,82360000,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tgen
Tecumseh Products Company,TECU,3.1,$57.29M,57290000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tecu
Tekmira Pharmaceuticals Corp,TKMR,19.89,$446.3M,446300000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tkmr
"TeleCommunication Systems, Inc.",TSYS,3.27,$195.07M,195070000,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tsys
"TeleNav, Inc.",TNAV,8.23,$328.4M,328400000,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnav
"TeleTech Holdings, Inc.",TTEC,23.72,$1.16B,1160000000,1996,Technology,Professional Services,http://www.nasdaq.com/symbol/ttec
"Tenax Therapeutics, Inc.",TENX,3.31,$93.08M,93080000,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/tenx
"TerraForm Power, Inc.",TERP,33.4,$1.41B,1410000000,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/terp
Terrapin 3 Acquisition Corporation,TRTL,9.95,$264.61M,264610000,2014,Finance,Business Services,http://www.nasdaq.com/symbol/trtl
Terrapin 3 Acquisition Corporation,TRTLU,10.07,$186.3M,186300000,2014,Finance,Business Services,http://www.nasdaq.com/symbol/trtlu
Terrapin 3 Acquisition Corporation,TRTLW,0.27,n/a,0,2014,Finance,Business Services,http://www.nasdaq.com/symbol/trtlw
Territorial Bancorp Inc.,TBNK,21.78,$217.14M,217140000,2009,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tbnk
"TESARO, Inc.",TSRO,44.2,$1.59B,1590000000,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tsro
Tesco Corporation,TESO,10.79,$427.74M,427740000,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/teso
"Tesla Motors, Inc.",TSLA,217.11,$27.22B,27220000000,2010,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tsla
TESSCO Technologies Incorporated,TESS,25.27,$206.85M,206850000,1994,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tess
"Tessera Technologies, Inc.",TSRA,39.92,$2.11B,2110000000,2003,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsra
"Tetra Tech, Inc.",TTEK,24.99,$1.54B,1540000000,1991,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/ttek
TetraLogic Pharmaceuticals Corporation,TLOG,4.94,$110.24M,110240000,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tlog
"Tetraphase Pharmaceuticals, Inc.",TTPH,41.66,$1.28B,1280000000,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ttph
"Texas Capital Bancshares, Inc.",TCBI,46.99,$2.03B,2030000000,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbi
"Texas Capital Bancshares, Inc.",TCBIL,24.63,n/a,0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbil
"Texas Capital Bancshares, Inc.",TCBIP,24.762,$148.57M,148570000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbip
"Texas Capital Bancshares, Inc.",TCBIW,33.37,n/a,0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbiw
Texas Instruments Incorporated,TXN,58.52,$61.81B,61810000000,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/txn
"Texas Roadhouse, Inc.",TXRH,36.26,$2.52B,2520000000,2004,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/txrh
TFS Financial Corporation,TFSL,14.18,$4.23B,4230000000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tfsl
"TG Therapeutics, Inc.",TGTX,13.5,$593.52M,593520000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tgtx
The Advisory Board Company,ABCO,53.5,$2.06B,2060000000,2001,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/abco
"The Andersons, Inc.",ANDE,44.84,$1.3B,1300000000,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/ande
"The Bancorp, Inc.",TBBK,8.99,$339M,339000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tbbk
The Bank of Kentucky Financial Corp.,BKYF,47.68,$366.75M,366750000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkyf
"The Bon-Ton Stores, Inc.",BONT,5.53,$112.99M,112990000,1991,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/bont
The Carlyle Group L.P.,CG,27.04,$8.6B,8600000000,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/cg
The Cheesecake Factory Incorporated,CAKE,49.22,$2.44B,2440000000,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cake
"The Chefs&#39; Warehouse, Inc.",CHEF,23.39,$586.1M,586100000,2011,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/chef
The Community Financial Corporation,TCFC,19.6916,$92.33M,92330000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcfc
The Descartes Systems Group Inc.,DSGX,15.27,$1.15B,1150000000,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsgx
"The Dixie Group, Inc.",DXYN,9.02,$143.7M,143700000,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/dxyn
"The Ensign Group, Inc.",ENSG,41.41,$936.53M,936530000,2007,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ensg
The ExOne Company,XONE,16.32,$235.71M,235710000,2013,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/xone
"The Finish Line, Inc.",FINL,24.36,$1.14B,1140000000,1992,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/finl
"The First Bancshares, Inc.",FBMS,14.82,$78.72M,78720000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbms
The First of Long Island Corporation,FLIC,24.9,$345.13M,345130000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/flic
"The Fresh Market, Inc.",TFM,37.09,$1.8B,1800000000,2010,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/tfm
The Goodyear Tire & Rubber Company,GT,27.69,$7.46B,7460000000,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/gt
