id,name,country,status,formed_in,genre,theme,active
36490,Killtribe,Germany,Active,2008,Death/Groove Metal/Metalcore,N/A,2008-present
36491,Kilt,Germany,Active,2000,Death/Thrash Metal/Metalcore,N/A,2000-present
36492,Knifethruhead,United States,Active,1998,Experimental Death/Thrash Metal/Grindcore/Punk,N/A,1998-present
36493,Kolera,Denmark,Split-up,2005,Death/Thrash Metal with Groove Influences,N/A,2005-2012
36494,Kolobus,Russia,Split-up,2004,Black/Death Metal/Grindcore,N/A,2004-?
36495,Konflict,Sri Lanka,Active,N/A,Black/Death Metal/Grindcore,N/A,N/A
36496,Konfus,Germany,Split-up,N/A,Melodic Death/Black Metal with Punk Influences,N/A,N/A
36497,Krampus,Italy,Active,2010,Folk/Melodic Death Metal/Metalcore,Folk Tales| Societal Criticism| Environmental Awareness| Emotions,2010-present
36498,Krang,United States,Active,2009,Thrash/Death Metal/Crust,N/A,2009-present
36499,Krofader,Brazil,Split-up,1988,Death/Thrash Metal/Crossover,Hate| Betrayal| Sex| Social and Policial Issues,1988-?
36500,Kruger,Switzerland,Split-up,2001,Sludge Metal/Death 'n' Roll,Machinery| Dying,2001-2015
36501,Krüppel,Germany,Active,N/A,Doom/Death Metal/Grindcore,N/A,N/A
36502,Kuria,Finland,Active,2011,Melodic Death/Thrash Metal/Metalcore,N/A,2004-2011 (as Malummeh)| 2011-present
36503,Kuru,Italy,Split-up,2004,Grindcore (early)| Death/Black Metal (later),Sex| Scatting| Perversion| Satanism,2004-2011
36504,Kvntvr,Italy,Active,1999,Melodic Black/Death Metal| Industrial,N/A,1999-present
36505,Laengthengurthe,United States,Active,2001,Death/Thrash Metal/Grindcore,juvenile humor,2001-present
36506,Lament Christ,Peru,On hold,1994,Funeral Doom/Death Metal/Neoclassical,Darkness| Solitude| Depression,1994-?
36507,Last Legion Alive,Belgium,Split-up,2009,Death/Thrash Metal/Crustcore,War| Misanthropy| Apocalypse,2009-2013
36508,Last Pain,Indonesia,Active,2005,Melodic Death/Black Metal/Metalcore,N/A,2005-present
36509,Lavatory,Poland,Split-up,N/A,Death/Thrash Metal/Grindcore,N/A,N/A
36510,Lawless Haightred,Canada,Active,2013,Black/Death Metal/Grindcore,N/A,2013-present
36511,Lazarus Casket,United States,Active,2008,Avant-garde Death/Thrash Metal,N/A,2008-present
36512,Leather Glove,United States,Active,2016,Death/Sludge Metal/Crust,Violence| Pain| Science Fiction| Surrealism,2016-present
36513,Lebensborn 88,France,Active,N/A,Black/Death Metal/Dark Ambient,War| National Socialism| White Supremacy,N/A
36514,Legacies Unchain,Finland,Unknown,2002,Black/Death/Thrash/Doom/Heavy Metal,Barbarian themes| Satanism,2002-?
36515,Legal Hate,Germany,Active,2002,Death/Thrash Metal with Groove Influences,N/A,2002-present
36516,Legal Murder,United States,Split-up,2007,Melodic Death/Thrash Metal/Metalcore,N/A,2007-?
36517,Lex Vegas,United States,Split-up,2004,Death/Thrash Metal/Hardcore,N/A,2004-?
36518,Licorgasmalcoolatra 39%,Brazil,Active,N/A,Death/Thrash Metal/Grindcore,Sex| Alcohol| Drunken| Porn,N/A
36519,Life or Death,United States,Active,N/A,Death/Thrash Metal/Metalcore,N/A,N/A
36520,Lifelong Virginity,Germany,Split-up,2001,Death/Black Metal/Grindcore,N/A,2001-2003
36521,Likaon,Ecuador,Active,1995,Death/Thrash Metal/Hardcore,Society| Anti-Religion,1995-present
36522,Liminal,United States,Split-up,2004,Melodic/Progressive Death/Gothic Metal,N/A,2004-2007
36523,Lions of Tsavo,United States,Active,2003,Thrash/Death Metal/Metalcore,N/A,2003-present
36524,Liquid Graveyard,International,Active,2006,Avant-garde Death/Progressive Metal,N/A,2006-present
36525,Lithotome,United States,Active,2011,Death/Doom Metal/Noise,N/A,2003-2011 (as Coffin)| 2011-present
36526,Living Sacrifice,United States,Active,1989,Thrash/Death Metal (early)| Metalcore (later),Christianity| Society,1989-2003| 2008-present
36527,Lobotomized,Norway,Active,2005,Death/Thrash Metal/Punk,Camping| Clichés Gone Retarded| Alcohol,2005-present
36528,Loe,Australia,Split-up,2001,Melodic Death/Groove Metal/Metalcore,N/A,2001-2008| 2011-?
36529,Lokurah,France,Active,2003,Death/Thrash Metal/Hardcore,N/A,2003-present
36530,Loss,United States,Active,2000,Death/Thrash Metal/Hardcore,N/A,2000-present
36531,Loss on Ignition,France,Active,2009,Death/Thrash Metal/Metalcore,N/A,2009-present
36532,Lost Wisdom,France,Split-up,2003,Thrash/Death Metal/Metalcore,Darkness| Evil| Chaos,2003-?
36533,Lughum,Spain,Active,2010,Atmospheric/Progressive Death Metal| Ambient,Nature| Ancient Landscapes,2010-present
36534,Lugosis Needle,United States,Split-up,2001,Avant-garde Death/Thrash Metal,N/A,2001-?
36535,M.A.D: Goya,Serbia,Active,1993,Death/Thrash Metal/Crossover,Alcohol/Beer| Hate| Humor,1993-present
36536,Macabre,United States,Active,1984,Thrash/Death Metal/Grindcore,Murder| Serial killers| Sick humor| Gore,1984-present
36537,Machiavellian,United Kingdom,Active,2006,Death/Thrash with Sludge Metal influences,N/A,2006-present
36538,Machinemade God,Germany,Split-up,2003,Melodic Death/Thrash Metal/Metalcore,Relationships| Revolution| Darkness| Revenge,2003-2008
36539,Mad Brains,Italy,Unknown,1994,Death/Groove Metal with Industrial elements,N/A,1994-?
36540,Mad Dog,Italy,Split-up,2005,Death/Thrash Metal/Metalcore,Politics| Social| Protest| Animal Rights,2005-?
36541,Mad Lazy,Brazil,Active,2000,Thrash/Death Metal/Grindcore,N/A,2000-present
36542,Madness at Dawn,France,Split-up,2004,Symphonic/Melodic Black/Death/Thrash Metal,N/A,2004-?
36543,Magnacult,Netherlands,Active,2005,Death/Groove Metal/Metalcore,N/A,2005-present
36544,Malevolence,New Zealand,Active,1992,Black/Death Metal/Grindcore/Noise,Anti-Christian| Death| Evil,1992-present
36545,Man Is Mostly Water,United States,Split-up,2003,Death/Sludge Metal/Grindcore,N/A,2003-?
36546,Man Made Man,United States,Active,2004,Death/Thrash Metal/Metalcore,N/A,2004-present
36547,Mandragora,Austria,Split-up,1994,Black/Death/Thrash Metal| Experimental,N/A,1994-1999
36548,Mandrosys,France,Active,2008,Black/Death Metal/Ambient,N/A,2008-present
36549,Mangled Meat,United States,On hold,2001,Death/Thrash Metal/Grindcore,Horror| Monsters| Zombies| Gore| Humor,2001-?
36550,Mantrum,Germany,Unknown,2011,Melodic Death/Thrash Metal/Metalcore,N/A,2011-?
36551,Marttyrium,Brazil,Active,2005,Progressive Thrash Metal/Metalcore with Death influences,Christianity| Hope,2005-present
36552,Mary Cries Red,United States,Active,2006,Death/Thrash Metal/Hardcore,Death| Gore,2006-present
36553,Masokist,United States,Split-up,2001,Grindcore (early) Brutal Death Metal (later),Politics| Anti-Corporatism| Insanity| Gore,2001-2014
36554,Mass Defect,Philippines,Active,2005,Death/Thrash Metal/Grindcore,War| Socio-Political Issues,2005-present
36555,Master of Persia,Iran,Active,2005,Progressive/Death/Middle Eastern Folk Metal,N/A,2005-present
36556,Master Warbeast,United Kingdom,Split-up,2006,Death/Thrash Metal/Grindcore,N/A,2006-2010
36557,Masterguru,United States,Active,2004,Stoner/Death Metal/Grindcore,Marijuana| Torture/Murder,2004-present
36558,Masturbathor,Poland,Active,1989,Death/Thrash Metal with Hardcore Influences,Death| Masturbation,1989-?| 2003-present
36559,Matellica,Italy,Split-up,N/A,Groove/Thrash/Death Metal with Punk influences,Perversion,N/A
36560,Matter,Portugal,Split-up,2011,Black/Death Metal/Grindcore,Hate| Death| Evil,2011-2014
36561,Mayak,Germany,Active,2012,Death/Thrash Metal| Hardcore Punk,N/A,2012-present
36562,MDD,Mexico,Changed name,N/A,Thrash/Death Metal/Crust Punk,N/A,?-2014| 2014-present (as Día Final)
36563,Meat Grinder,United States,Unknown,N/A,Death/Thrash Metal/Grindcore,Society| Gore| Death,N/A
36564,Mekonium,Switzerland,Active,2000,Thrash/Death Metal/Metalcore,N/A,2000-present
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Mesopotamian mythology,1995-present
36566,Mentally Deranged,Poland,Active,2006,Death/Groove Metal/Hardcore,N/A,2006-present
36567,Mentally Ill,Germany,Unknown,2004,Melodic Death/Thrash Metal/Metalcore,N/A,2004-?
36568,Mephitic Blast,United Kingdom,Active,2007,Death/Thrash Metal/Grindcore,N/A,2007-present
36569,MergingMoon,Japan,Active,2010,Melodic Death Metal/Metalcore with Electronic Influences,Hate| Society| Japanese culture,2010-present
36570,Meridian,United States,Active,2010,Symphonic/Progressive/Folk/Melodic Death Metal,Instrumental,2010-present
36571,Messiahlator,Canada,Active,N/A,Death/Thrash Metal/Crust/Grindcore,N/A,N/A
36572,Metalfoca,Brazil,Changed name,2010,Thrash/Death Metal/Metalcore,N/A,2010-2013| 2013-present (as Mastemerium)
36573,Methodust,United States,Split-up,1999,Black/Thrash/Death Metal/Grindcore,Supernatural| Real Life Situations| Feelings,1999-?
36574,Might of Rage,Germany,Active,1995,Thrash/Death Metal/Crossover,White Race| System Criticism| Nationalism,1995-present
36575,Mincer,Germany,Split-up,1992,Death/Thrash Metal/Grindcore,N/A,?-1996| ?-1996| 1990-1996| 1990-?| 1990-?
36576,Mindthreat,Greece,Active,2011,Melodic Death/Thrash Metal/Metalcore,N/A,2011-present
36577,Mirrordead,Poland,Unknown,2009,Groove/Death Metal/Hardcore,Pain| Suffer| Emotions,2009-2014
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Misanthropy| Futility of Mankind,2000-present
36579,Misopsychia,Lithuania,Split-up,1998,Thrash/Death Metal/Grindcore,N/A,1998-?
36580,Moment of Truth,United States,Split-up,2005,Groove Metal/Metalcore/Death 'n' Roll,N/A,2005-2008
36581,Mor,Czech Republic,Split-up,1989,Hardcore (early)| Death/Doom Metal (later),N/A,1989-?
36582,Moral Decay,United States,Split-up,2000,Death/Thrash Metal/Punk,N/A,2000-?
36583,More Than Human,Italy,Split-up,2007,Thrash/Death Metal/Metalcore,Hate,2007-?
36584,Moretools,Brazil,Active,2003,Death/Thrash Metal/Grindcore,Human Decay| Death| War| Suicide| Blood| Pain,2003-present
36585,Morkelvyz,France,Active,2002,Thrash Metal with Black/Death Influences,N/A,1998-2002 (as Manorblatz)| 2002-present
36586,Morne,Spain,Active,2007,Doom/Death Metal/Crust,N/A,2007-present
36587,Mortandad,Peru,Unknown,2010,Death/Black Metal/Noise,N/A,2010-?
36588,Mortuarium,Spain,Split-up,1990,Death/Doom Metal/Grindcore,N/A,1990-?
36589,Mother of Worms,Germany,Active,2007,Death/Black Metal with Ambient Influences,Sex| Violence| Perversions| Satanism,2007-present
36590,MS,Colombia,Active,2010,Thrash/Death Metal/Metalcore,Human behaviour| Social criticism| History| Personal experiences,2010-present
36591,Mucupurulent,Germany,Active,1995,Death Metal/Grind 'n' Roll,Gore,1995-present
36592,Mudhole,Germany,Changed name,2003,Thrash/Death Metal/Metalcore,N/A,2003-2008| 2008-present (as Plague Avenue)
36593,Murder One,United Kingdom,Split-up,2001,Death/Sludge Metal/Hardcore,Murder,2001-2007
36594,Murdered by Memories,United States,Active,2005,Death/Black Metal/Grindcore,N/A,2005-present
36595,Murdershock,Finland,Active,2005,Death/Thrash Metal/Metalcore,Death| Violence| Insanity,2005-present
36596,Mushder,Italy,Active,2013,Death/Thrash Metal/Experimental,Misanthropy| Anti-religion| Horror,2013-present
36597,My Inner Kingdom,Germany,Active,2010,Melodic Death/Thrash Metal/Metalcore,Social Topics| Dark Side of the Soul,2010-present
36598,Mysteria,Poland,On hold,2003,Black/Death Metal with Folk Influences,N/A,2003-?
36599,MZRCDXVL,United States,Active,2006,Death/Thrash Metal/Grindcore/Crossover,N/A,2006-present
36600,Nahu,Korea| South,Active,1999,Hardcore (early)| Death Metal/Grindcore (later),Tough Life,1999-present
36601,Nailed Shut,United States,Active,2005,Black/Death Metal/Grindcore,Violence,2005-present
36602,Napalm Christ,United States,Active,2010,Death/Doom Metal/Grindcore,N/A,2010-present
36603,Native FX,Germany,Unknown,N/A,Electronic Gothic/Death Metal/Rock,N/A,N/A
36604,Neandertal,Slovenia,Split-up,2003,Death/Thrash Metal/Grindcore,N/A,2003-2005
36605,Near Death Experiment,United Kingdom,Active,2005,Death/Thrash Metal/Metalcore,N/A,2005-present
36606,Necra,Germany,Active,2003,Groove/Death Metal (early)| Grindcore (later),Anti-religion,2003-present
36607,Necrid,United States,Unknown,2003,Black/Death Metal/Grindcore,Gore| Drugs,2003-?
36608,Necrodaemon,Poland,Active,2005,Black/Death Metal with Ambient influences,Anti-Christianity| Gore| Death,2005-present
36609,Necrogorica,United States,Active,2004,Death/Black Metal/Grindcore,Gore,2004-present
36610,Necrominon,Australia,Active,N/A,Thrash/Death Metal/Grindcore,N/A,N/A
36611,Necrowizard,Germany,Active,2005,Black/Death Metal/Grindcore,Pathology| Pus,2005-2009
36612,Negate,Belgium,Split-up,1996,Black/Death Metal/Metalcore,N/A,1996-2004
36613,Nekrofilth,United States,Active,2008,Death/Thrash Metal/Hardcore Punk,Death| Filth| Violence| Drug abuse| Insanity,2008-present
36614,Nekrotika,New Zealand,Active,2002,Thrash/Death Metal with Punk influences,N/A,2002-present
36615,Neksus,Ukraine,On hold,2005,Symphonic/Melodic Black/Death Metal,N/A,2005-2010 (as Nexus)| 2010-present
36616,Neoandertals,Estonia,Active,2003,Brutal Death Metal| Avant-garde,Neanderthals| Gore| Rape,2003-present
36617,Nereid,Italy,Active,2007,Death/Thrash Metal/Metalcore,Love,2007-present
36618,Nesseria,France,Active,2004,Death/Black Metal/Grindcore,N/A,2004-present
36619,Netherflesh,United States,Split-up,N/A,Death/Thrash Metal/Hardcore,Social| Misanthropy| Anti-Christianity,N/A
36620,Neurasthenie,France,Split-up,1996,Death/Black Metal with Gothic Influences,Dark Romanticism| Hate| Luxury,1996-?
36621,Neuropathia,Poland,Active,1996,Goregrind (early)| Death Metal/Hardcore (later),Gore| Humour,1996-present
36622,Neurothing,Poland,Active,2004,Thrash/Death Metal/Hardcore,N/A,2004-present
36623,Neurotoxin,United States,Active,2003,Heavy Metal with Thrash| Death and Punk elements,N/A,2003-present
36624,Nevercold,France,Active,2006,Thrash/Death Metal/Metalcore,N/A,2006-present
36625,New Born Hate,Germany,Active,2010,Thrash/Death Metal/Hardcore,Hate| Misanthropy,1989-1991 (as Agoraphobia)| 2005-2010 (as Agoraphobia)| 2010-present
36626,Niburta,Hungary,Active,2009,Folk/Melodic Death Metal/Metalcore,Nature| History| Folklore| Paganism,2009-present
36627,Night of Chaos,Thailand,Unknown,2006,Thrash/Death Metal/Metalcore,Evil| Darkness,2006-?
36628,Nihildum,Italy,Active,N/A,Death/Doom Metal/Crust,Nihilism| Misanthropy| Anti-Humanity,N/A
36629,Nimor,Italy,Active,2011,Atmospheric/Progressive Black/Death Metal,Nature,2011-present
36630,Nine,Sweden,Active,1994,Sludge Metal/Death 'n' Roll,N/A,1994-present
36631,Nizvergnut,Russia,Active,2013,Death/Doom Metal/Crust,Urban filth| Death| Nature,2013-present
36632,No Title,Bulgaria,Split-up,N/A,Grindcore/Death Metal/Punk,N/A,N/A
36633,Nocturnal Fear,United States,Split-up,1988,Death/Thrash Metal with Crossover Influences,Political Ignorance| Judicial System,1988-?
36634,Noisem,United States,Active,2013,Death/Thrash Metal/Grindcore,Gore| Death| Insanity (old)| Depression| Anxiety| Suicide| Social Issues,2008-2013 (as Necropsy)| 2013-present
36635,Nola,United States,Unknown,N/A,Groove/Death Metal/Hardcore,N/A,N/A
36636,Northkaim,France,Active,N/A,Death/Thrash Metal/Hardcore,N/A,N/A
36637,Notas de Sangre,Argentina,Active,2011,Thrash/Death Metal/Metalcore,N/A,2011-present
36638,Novarmada,Venezuela,Active,2009,Thrash/Death Metal/Metalcore,Inner struggles| Social criticism,2009-present
36639,Nuclear Devastation,Netherlands,Active,2010,Death/Thrash/Black Metal/Crust Punk,Annihilation| Solitude| Depression| Loss,2010-present
36640,Nuclear Nature,Germany,Split-up,2004,Death/Thrash Metal (early)| Metalcore (later),N/A,2004-2012
36641,Nuclear Tribunal,Germany,Split-up,1996,Death/Thrash Metal/Grindcore,Society| Politics| Humour,1996-?
36642,Number Our Days,Hungary,Active,N/A,Death/Thrash Metal/Crossover,N/A,N/A
36643,Nyia,Poland,Split-up,1999,Jazz/Death Metal/Grindcore,Abstract| Poetry,1999-2008
36644,Oath and Addiction,Germany,Changed name,2000,Avant-garde Black/Doom/Death Metal,N/A,2000-?| ? (as Avain)
36645,Obey,Sweden,Changed name,1988,Death/Thrash Metal/Grindcore,N/A,?-1988 (as Distraught)| 1988-?| ? (as Killteam)
36646,Oblivion Circle,United States,Active,2014,Melodic Black/Death Metal/Metalcore,N/A,2014-present
36647,Oblivionized,United Kingdom,Split-up,2008,Brutal Death Metal (early)| Technical Grindcore (later),Metaphorical| Misanthropic| Human Nature,2008-2016
36648,Oblomov,Czech Republic,Active,2000,Black/Death Metal with Folk influences,Abstract Themes| Space and Cosmic Phenomena,2000-present
36649,Obnoxious,France,Active,2002,Thrash/Death Metal/Deathcore,N/A,2002-present
36650,Obscure,United Kingdom,Split-up,N/A,Metalcore/Death Metal/Grindcore,Politics| Beer| Alcohol| Society| War| Death,N/A
36651,Occulus,Germany,Active,2005,Melodic Death/Thrash Metal with Rock elements,N/A,2005-present (as TrackSmith)
36652,Ocean of Obsession,United States,Active,N/A,Progressive/Melodic Death Metal/Deathcore,N/A,N/A
36653,Ocean of Sin,Russia,Active,2011,Metalcore (early)| Melodic Death Metal (later),N/A,2011-present
36654,Of Darksome Origin,Germany,Split-up,1995,Death Metal with Black/Gothic elements,N/A,1995-?
36655,Of Hatred,United States,Split-up,2005,Melodic Death/Thrash Metal/Metalcore,N/A,2005-2008
36656,Ogre,Japan,Active,1994,Death/Thrash Metal/Metalcore,N/A,1994-present
36657,Oppression,Finland,Split-up,1987,Death/Thrash Metal with Doom influences,N/A,1987-1992
36658,Orchid's Curse,Canada,Active,2005,Melodic Death/Groove Metal/Metalcore,N/A,2005-present
36659,Orchidia,Spain,Split-up,2005,Melodic Death/Groove Metal/Metalcore,N/A,2005-2009
36660,Order 66,United States,Active,2011,Thrash/Death Metal/Hardcore,Life| Death| Hate| Anger| Star Wars,2011-present
36661,Order of the Buzzard,Australia,Active,2005,Death/Thrash Metal with Groove influences,Hate| Pain| Violence,2005-present
36662,Orion,Syria,Active,2005,Melodic Death/Thrash Metal/Metalcore,Political| Societal,2005-present
36663,Ornamentality,United States,Active,2010,Technical Thrash/Death Metal/Metalcore,N/A,2010-present
36664,Osmosis,Spain,Active,N/A,Death/Black Metal/Grindcore,N/A,N/A
36665,Our Daily Trespasses,United States,Active,2009,Symphonic/Atmospheric Black/Death Metal,Life| Personal reflection,2009-present
36666,Our Dying Concept,United Kingdom,Split-up,2006,Melodic Death/Thrash Metal/Metalcore,N/A,2006-?
36667,Our Renaissance,United States,Split-up,2006,Thrash/Death Metal/Metalcore,N/A,2006-?
36668,Oust,United States,Split-up,N/A,Grindcore/Death Metal/Crust Punk,N/A,N/A
36669,Out of Enemies,United Kingdom,Active,2004,Death/Thrash Metal/Metalcore,N/A,2004-present
36670,Outer Heaven,United States,Active,2013,Death/Doom Metal/Hardcore,N/A,2013-present
36671,Over Insanity,France,Split-up,2010,Death/Thrash Metal/Metalcore,N/A,2010-2013
36672,Owen Hart,United States,Changed name,2004,Death/Black Metal/Metalcore,N/A,2004-2011| 2011-present (as Earth Control)
36673,Owl,Germany,Active,2010,Death/Doom Metal/Ambient,N/A,2010-present
36674,Oxhoof,Finland,Active,2012,Melodic Death/Groove Metal/Metalcore,N/A,2012-present
36675,Painless,Venezuela,Split-up,2000,Melodic Death Metal with Rock and Jazz influences,Death| Life| Cosmos| Human Relationships,2000-2003
36676,Paintone,Spain,Split-up,N/A,Death/Thrash Metal/Grindcore,N/A,?-2008
36677,Panic and War,Canada,Active,2007,Death/Black Metal with Punk Influences,Psychology| Death,2007-present
36678,Panoptitron,United States,Active,2014,Progressive/Death Metal/Fusion,Future| Cataclysm| Armageddon,2014-present
36679,Panzergreif,France,Split-up,N/A,Black/Death Metal/RAC,Nationalism| Individualism| Intolerance| National Socialism,N/A
36680,Parasite,United States,Active,N/A,Groove/Death/Thrash Metal/Hardcore,N/A,N/A
36681,Pay for Pleasure,Italy,Active,2014,Death/Thrash Metal/Deathcore,N/A,2014-present
36682,Pedo,Argentina,Active,2007,Death/Thrash Metal/Punk,Feces| Horror| Humor,2007-present
36683,People,Israel,Split-up,1990,Black/Death Metal/Grindcore,Comedy,1990-?
36684,Perfect Chaos,Finland,Active,2001,Death/Thrash Metal/Metalcore,N/A,2001-present
36685,Perfect One,Brazil,Active,2005,Death/Thrash Metal/Metalcore,Christianity,2005-present
36686,Peril,United States,Split-up,2005,Black/Death Metal with Southern Rock Influences,Epic Journeys Through Vast Landscapes,2005-?
36687,Perish Sanity,Germany,Changed name,2007,Thrash/Death Metal/Metalcore,N/A,2007-2010| 2010-present (as God Delusion)
36688,Perverse Imagery,United States,Active,2010,Brutal Death Metal| Ambient/Experimental,N/A,2010-2012| 2013-2014| 2015-present
36689,Phantom Excaliver,Japan,Active,2012,Melodic Death/Power Metal/Metalcore,N/A,2012-2013 (as Phantom X)| 2013-present
36690,Phlebotomized,Netherlands,Active,1990,Avant-garde Death/Doom Metal,Abstract| Spirituality| Personal| Esoteric,1989-1990 (as Bacterial Disease)| 1990-1997| 2013-present
36691,Piara Posesa,Peru,Active,N/A,Black/Death Metal/Crustcore,Chaos| Vengeance,N/A
36692,Picadillo Genital,Spain,Active,2002,Noisecore (early)| Grindcore/Death Metal (later),Rural Violence,2002-2003| 2011-present
36693,Pist,United States,Active,2003,Death/Thrash Metal/Hardcore,N/A,2003-present
36694,Plague,United Kingdom,Split-up,2002,Death/Black/Thrash Metal with Hardcore Influences,Death| Murder,2002-2010
36695,Plague of Autumn,United States,Unknown,N/A,Melodic Death/Groove Metal/Metalcore,Death| Life| Violence| Conflicts| Society,N/A
36696,Plaguesayer,United States,Active,N/A,Death/Thrash Metal/Metalcore,N/A,N/A
36697,Pleymobil,Italy,Changed name,1994,Death Metal with Doom/Thrash influences,Evil| War| Death| Fantasy,1994-1997| 1997-present (as Nemesis Inferi)
36698,Population Reduction,United States,Split-up,1999,Death/Thrash Metal/Grindcore,Killing Posers| Humor| Weed| Hatred,1999-2012
36699,Porrada,Brazil,Split-up,1991,Death/Black Metal/Grindcore,Death| Society| Politics,1991-?
36700,Portraits of Murder,United States,Changed name,2002,Progressive Death/Thrash Metal/Metalcore,Death| Oppression| Violence| Emotion,2002-?| ?-present (as Thy?)
36701,Portrayal,Australia,Split-up,1992,Doom/Death Metal with Grindcore influences,Anguish| Morbidity| Depression| Sex| Death,1992-1995
36702,Posguerra,Colombia,Active,1991,Death/Thrash Metal/Grindcore,Violence| Lies| Politics| Nature,1991-present
36703,Power of Expression,Germany,Split-up,1994,Death/Thrash Metal/Crossover,Politics| Life| Hate,1994-?
36704,Predicate Not Defined,Malaysia,Active,2001,Experimental/Progressive Thrash/Death Metal,N/A,2001-present
36705,Premonition,Saudi Arabia,Active,2008,Black/Death/Thrash Metal/Metalcore,Anti-Religion| Human Nature,2008-present
36706,Pride Shall Fall,Germany,Split-up,2009,Death/Thrash Metal/Metalcore,N/A,2009-?
36707,Primal,United States,Active,2008,Thrash/Death Metal/Metalcore,N/A,2008-present
36708,Primortal,United States,Split-up,N/A,Death/Thrash Metal with Groove influences,N/A,N/A
36709,Prognathe,France,Active,N/A,Death/Sludge Metal/Grindcore,N/A,N/A
36710,Progtronic,United States,Active,N/A,Progressive Electronic Rock (early)| Technical Death Metal (later),Instrumental,N/A
36711,Prosperity Denied,Austria,Active,2006,Death/Thrash Metal/Hardcore,Social criticism,2006-present
36712,Protoss,China,Active,2006,Brutal Death/Black Metal/Deathcore,N/A,2006-present
36713,Psalm,Belgium,Split-up,2004,Metalcore (early)| Black/Death Metal (later),Nietzschean philosophy| Individualism,2004-2009
36714,Psyrkhtal,France,Active,2000,Death/Black Metal/Grindcore,N/A,2000-present
36715,Pterodactyl King,United States,Active,2012,Progressive/Melodic Death Metal/Metalcore,Inner Struggle| War| Politics| Fantasy| Religion,2012-present
36716,Purging the Venom,United Kingdom,Active,2011,Melodic Death/Thrash Metal/Metalcore,N/A,2011-present
36717,Purpose in Reason,United States,Changed name,2003,Death/Thrash Metal/Metalcore,N/A,2003-2007| 2007-present (as Simensis)
36718,PussyWorm,Spain,Split-up,2010,Sludge Metal/Death 'n' Roll,N/A,2010-2013
36719,Putred Flesh,Brazil,Active,N/A,Death/Thrash Metal/Grindcore,Christianity,N/A
36720,Putrid Christ,Brazil,Split-up,1991,Black/Death Metal/Grindcore,Anti-Christianity| Hell,1991-?
36721,Putrid Whore,Italy,Active,2003,Noisegrind (early)| Death Metal/Grindcore (later),Porn| Gore,2003-present
36722,Qiasmo,Portugal,Active,2007,Thrash/Death Metal/Metalcore,N/A,2007-present
36723,Quassar,Spain,Active,2012,Death/Thrash Metal/Metalcore,Human Story| Religion| Social Issues,2012-present
36724,Radiation Sickness,United States,Active,1987,Death/Thrash Metal/Crossover,Death| Insanity| Society| Disease,1987-?| 2010-present
36725,Rafflesia,Belgium,Active,2005,Death/Thrash Metal/Metalcore,War| Death| Apocalypse,2005-present
36726,Rage Invest,Sweden,Active,2007,Melodic Death/Thrash Metal/Metalcore,Against them all,2007-present
36727,Rainroom,Finland,On hold,2003,Progressive Death/Doom Metal| Ambient,Steampunk,2003-present
36728,Raise the Dead,United Kingdom,Split-up,2004,Thrash/Death Metal/Metalcore,N/A,2004-2006
36729,Raksasas,Germany,Changed name,N/A,Death/Groove Metal/Metalcore,N/A,?-2004| 2004-present (as Code of Honour)
36730,Rape on Mind,Poland,Active,2003,Experimental/Death Metal/Metalcore,N/A,2003-present
36731,Rato Raro,Spain,Active,1992,Grindcore/Death Metal/Punk,Drugs| Alcohol| Gore,1992-present
36732,Ratos e Baratas,Brazil,Split-up,2004,Grindcore (early)| Death/Thrash Metal (later),Gore| Porn| Hate| Political and Social Issues,2004-2011
36733,Raw,Germany,Active,2006,Death/Thrash Metal/Crossover,N/A,2006-present
36734,Raza de Odio,Italy,Split-up,2002,Death Metal/Hardcore with flamenco influences,War| Oppression| Hate,2002-2011
36735,Razor's Edge,Greece,Active,2005,Death/Thrash Metal/Hardcore,N/A,2005-present
36736,Re-Fuse,United Kingdom,Active,2013,Industrial Death/Doom Metal/Grindcore,N/A,2013-present
36737,Realm of Chaos,Denmark,Split-up,2006,Death/Black Metal/Crust,Death| War,2006-?
36738,Reap,Austria,Active,2000,Groove/Death Metal/Metalcore,N/A,2000-present
36739,Rebirth,Germany,Split-up,2005,Death/Thrash Metal/Metalcore,N/A,2005-2008
36740,Reborn Angel,Poland,Split-up,1990,Death/Thrash Metal/Hardcore,N/A,1990-1991
36741,Red Aftermath,United States,Active,N/A,Heavy/Death/Thrash Metal/Metalcore,N/A,N/A
36742,Red Pain,Brazil,Active,2004,Thrash/Death Metal with Hardcore Elements,Social Issues| Violence| Brutality| War,2004-present
36743,Reeker,United States,Active,2006,Death/Thrash Metal/Grindcore,Killing Posers| Nachos| Drinking,2006-present
36744,Refuse to Comply,Germany,Active,2005,Death/Thrash Metal/Metalcore,N/A,2005-present
36745,Refused 13,Nepal,Split-up,1999,Thrash/Death Metal/Grindcore,N/A,1999-?
36746,Regnum Aeterna,France,Split-up,N/A,Thrash/Death/Black Metal/Crossover,Nationalism| Anti-Islamism,N/A
36747,Regnum Caelorum et Gehenna,Japan,Active,2012,Metalcore/Melodic Death/Progressive Metal,N/A,2012-present
